code,name,market,종가,등락률,거래대금,시가총액
000370,한화손해보험,KOSPI,8080,0.12,1305000000,943250433200
001740,SK네트웍스,KOSPI,6180,-1.28,1285000000,1239670234020
003380,하림지주,KOSDAQ,11000,0.09,1281000000,1232061831000
045100,한양이엔지,KOSDAQ,31700,-1.25,1276000000,554750000000
090360,로보스타,KOSDAQ,77700,-1.4,1274000000,757575000000
046120,오르비텍,KOSDAQ,5670,-0.18,1272000000,191960305110
170920,엘티씨,KOSDAQ,34000,1.04,1263000000,359180284000
446540,메가터치,KOSDAQ,9030,5.61,1260000000,262584372330
029460,케이씨,KOSPI,43400,5.08,1242000000,478291219000
086670,비엠티,KOSDAQ,18330,1.61,1238000000,181941472050
013030,하이록코리아,KOSDAQ,37600,2.17,1231000000,442482214400
044490,태웅,KOSDAQ,37450,-0.53,1230000000,749276418450
006110,삼아알미늄,KOSPI,58500,-2.01,1188000000,884722117500
424870,이뮨온시아,KOSDAQ,3315,0.76,1187000000,302998521735
138930,BNK금융지주,KOSPI,15690,0.58,1184000000,4814315693190
097230,HJ중공업,KOSPI,15130,-2.2,1176000000,1366168554720
039490,키움증권,KOSPI,262500,0.0,1175000000,6884932950000
161580,필옵틱스,KOSDAQ,31750,0.63,1163000000,744291342250
029780,삼성카드,KOSPI,43350,-0.91,1156000000,5022482924850
035900,JYP Ent.,KOSDAQ,38300,-0.52,1151000000,1360894443600
149950,아바텍,KOSDAQ,11920,1.45,1141000000,162919019760
214180,헥토이노베이션,KOSDAQ,14220,4.1,1130000000,184765678740
189330,씨이랩,KOSDAQ,11780,-2.32,1127000000,110523305520
036830,솔브레인홀딩스,KOSDAQ,40200,-1.23,1115000000,824260036200
354320,알멕,KOSDAQ,36150,-4.37,1111000000,231048423150
121600,나노신소재,KOSDAQ,51400,-3.75,1101000000,630276617400
100840,SNT에너지,KOSPI,36500,-0.54,1096000000,754848579500
251270,넷마블,KOSPI,34400,-0.72,1091000000,2860649820000
088980,맥쿼리인프라,KOSPI,9780,-0.1,1089000000,4683857091540
069960,현대백화점,KOSPI,99400,1.22,1087000000,2143552252800
0004V0,엔비알모션,KOSDAQ,6380,-2.3,1084000000,70246249920
445680,큐리옥스바이오시스템즈,KOSDAQ,47750,4.14,1069000000,822479377250
114810,한솔아이원스,KOSDAQ,13730,8.88,1065000000,386405779020
0011A0,액스비스,KOSDAQ,12550,1.37,1064000000,117138437000
294400,KIWOOM 200TR,KOSPI,145795,1.5,1056000000,1844306750000
371950,풍원정밀,KOSDAQ,3215,-5.16,1055000000,75761507150
078340,컴투스,KOSDAQ,34600,3.13,1047000000,418359429800
007340,DN오토모티브,KOSPI,47950,-2.74,1045000000,2805595976750
399720,가온칩스,KOSDAQ,43350,1.4,1045000000,514080887400
092790,넥스틸,KOSPI,13920,-0.93,1045000000,361947840000
382900,범한퓨얼셀,KOSDAQ,24000,-5.7,1027000000,210264000000
338220,뷰노,KOSDAQ,5480,8.95,1025000000,76729990040
180640,한진칼,KOSPI,138600,-0.14,1024000000,9253251315000
452260,한화갤러리아,KOSPI,2670,-0.37,1019000000,517605158700
081660,미스토홀딩스,KOSPI,38850,2.37,1014000000,2062617984000
261780,아리바이오랩,KOSDAQ,3945,-5.96,1000000000,114231325320
