code,name,종가,등락률,거래대금,거래량
005930,삼성전자,271500,4.02,2097995000000,7782907
000660,SK하이닉스,1878000,1.13,1687274000000,903313
402340,SK스퀘어,1119000,3.71,193448000000,175051
009150,삼성전기,1407000,1.37,298590000000,210631
373220,LG에너지솔루션,354000,-2.75,37847000000,106780
005380,현대차,361500,-0.96,52539000000,145573
207940,삼성바이오로직스,1402000,0.29,5937000000,4243
105560,KB금융,176900,1.14,40086000000,227359
028260,삼성물산,367000,4.56,30965000000,85752
032830,삼성생명,291500,2.82,32319000000,111827
012450,한화에어로스페이스,1077000,-0.09,44298000000,40489
034020,두산에너빌리티,85800,1.06,57708000000,672851
055550,신한지주,112500,2.18,30756000000,274617
329180,HD현대중공업,452000,-1.74,17887000000,39447
000270,기아,119900,-1.64,23252000000,193649
006400,삼성SDI,536000,-0.92,56602000000,105944
068270,셀트리온,180700,0.72,10238000000,56884
034730,SK,571000,4.77,18419000000,32417
086790,하나금융지주,135200,1.58,20317000000,151033
012330,현대모비스,375000,-1.06,25498000000,68098
066570,LG전자,199900,0.76,24171000000,121478
010120,LS ELECTRIC,208000,-1.65,25810000000,124122
035420,NAVER,198000,0.15,31714000000,160719
000810,삼성화재,651000,0.46,7073000000,10874
298040,효성중공업,2937000,0.75,27262000000,9291
316140,우리금융지주,36350,0.69,12520000000,345024
267260,HD현대일렉트릭,720000,-0.69,11235000000,15567
005490,POSCO홀딩스,320500,-0.77,17305000000,53834
042660,한화오션,82100,-0.97,15167000000,184581
009540,HD한국조선해양,338500,0.3,11183000000,32939
010130,고려아연,1127000,0.27,3291000000,2934
096770,SK이노베이션,139300,1.98,35069000000,250186
000150,두산,1447000,0.0,47447000000,32834
042700,한미반도체,237500,0.64,29618000000,125739
015760,한국전력,31000,0.81,6603000000,214498
011200,HMM,20850,0.24,2088000000,99961
017670,SK텔레콤,87100,-2.35,17964000000,204660
051910,LG화학,261500,-2.06,11993000000,45843
010140,삼성중공업,20600,-0.96,14454000000,701625
033780,KT&G,173600,0.93,8270000000,47742
018260,삼성에스디에스,225500,2.73,10009000000,44915
006800,미래에셋증권,31800,0.47,6510000000,206046
010950,S-Oil,152600,2.07,13547000000,89207
003550,LG,111100,-0.71,3381000000,30442
267250,HD현대,210500,1.2,6818000000,32308
079550,LIG디펜스앤에어로스페이스,747000,0.4,50777000000,67743
024110,기업은행,20150,0.5,2614000000,130241
