code,name,종가,등락률,거래대금
005930,삼성전자,250000,0.4,631511000000
000660,SK하이닉스,1705000,0.47,1164897000000
402340,SK스퀘어,1008000,0.8,110575000000
009150,삼성전기,1328000,-0.67,113161000000
373220,LG에너지솔루션,353500,0.57,12366000000
005380,현대차,373000,0.4,29529000000
207940,삼성바이오로직스,1408000,-0.85,6725000000
105560,KB금융,176900,-2.59,61851000000
032830,삼성생명,290000,-2.68,27652000000
028260,삼성물산,351000,-2.09,18294000000
012450,한화에어로스페이스,1079000,-5.1,58088000000
034020,두산에너빌리티,85400,-1.84,45327000000
055550,신한지주,112200,-2.09,24422000000
000270,기아,123450,-0.6,9594000000
329180,HD현대중공업,458000,-4.38,36714000000
006400,삼성SDI,545000,2.44,46254000000
068270,셀트리온,178400,-0.22,7628000000
034730,SK,557000,-2.28,10536000000
086790,하나금융지주,137700,-2.2,18177000000
012330,현대모비스,400500,0.13,18976000000
066570,LG전자,201000,1.41,27348000000
035420,NAVER,207000,1.47,16703000000
000810,삼성화재,671000,-0.59,15231000000
010120,LS ELECTRIC,195500,-1.91,20853000000
316140,우리금융지주,36100,-2.04,25104000000
005490,POSCO홀딩스,332000,1.84,19528000000
267260,HD현대일렉트릭,711000,-3.79,22551000000
042660,한화오션,83600,-2.68,15564000000
298040,효성중공업,2719000,-3.0,25792000000
009540,HD한국조선해양,347000,-4.54,7858000000
096770,SK이노베이션,141100,3.22,57242000000
010130,고려아연,1132000,-2.67,4028000000
042700,한미반도체,224500,-0.22,49257000000
000150,두산,1281000,2.07,12131000000
015760,한국전력,31500,-1.41,11244000000
011200,HMM,20750,-2.35,2926000000
017670,SK텔레콤,89500,-0.67,9830000000
051910,LG화학,269500,0.56,6132000000
010140,삼성중공업,21250,-3.85,22210000000
267250,HD현대,233500,-5.27,4628000000
006800,미래에셋증권,32725,-1.28,2666000000
033780,KT&G,170300,-1.62,2806000000
003550,LG,113500,0.27,4975000000
018260,삼성에스디에스,221750,1.49,6361000000
010950,S-Oil,146250,-1.58,7196000000
024110,기업은행,20525,-1.79,2241000000
003670,포스코퓨처엠,181600,1.51,10619000000
035720,카카오,34575,-0.22,6850000000
086280,현대글로비스,204000,-1.45,1916000000
079550,LIG디펜스앤에어로스페이스,668000,-5.25,14020000000
000720,현대건설,125100,-2.42,9823000000
278470,에이피알,363000,-1.63,12776000000
272210,한화시스템,71000,-5.33,10771000000
030200,KT,53100,-0.19,1203000000
064350,현대로템,121600,-2.25,7052000000
047810,한국항공우주,130200,-2.11,4393000000
005830,DB손해보험,189400,-1.61,3800000000
011070,LG이노텍,513000,-0.19,12180000000
003490,대한항공,29500,-1.17,8726000000
