code,name,종가,등락률,거래대금
005930,삼성전자,253500,2.01,1643449000000
000660,SK하이닉스,1742000,3.08,2705553000000
402340,SK스퀘어,1013000,1.3,197066000000
009150,삼성전기,1354000,2.81,285910000000
373220,LG에너지솔루션,372000,1.78,73210000000
005380,현대차,363500,-0.95,108193000000
207940,삼성바이오로직스,1402000,-0.71,25293000000
105560,KB금융,176400,0.34,119428000000
028260,삼성물산,355250,2.38,54627000000
032830,삼성생명,285500,0.0,38948000000
012450,한화에어로스페이스,1060000,-0.28,62006000000
034020,두산에너빌리티,84300,-2.2,120080000000
055550,신한지주,112200,0.0,51126000000
000270,기아,121300,-0.41,31995000000
329180,HD현대중공업,443500,-2.21,38730000000
006400,삼성SDI,547000,0.0,108747000000
068270,셀트리온,177700,0.11,23615000000
034730,SK,553000,0.55,31301000000
086790,하나금융지주,137100,-0.36,44791000000
012330,현대모비스,385500,-2.28,69941000000
066570,LG전자,200000,-0.99,50396000000
035420,NAVER,202000,-1.94,47461000000
010120,LS ELECTRIC,198900,2.16,48759000000
000810,삼성화재,663000,0.3,20245000000
316140,우리금융지주,36050,-0.83,34760000000
298040,효성중공업,2826000,5.09,68575000000
005490,POSCO홀딩스,327500,-1.36,29202000000
267260,HD현대일렉트릭,714000,2.0,41004000000
042660,한화오션,81700,-0.85,21675000000
010130,고려아연,1138000,0.0,5356000000
009540,HD한국조선해양,335000,-1.18,24100000000
096770,SK이노베이션,137900,-2.68,43456000000
000150,두산,1377000,6.83,65130000000
042700,한미반도체,222000,-0.22,61268000000
015760,한국전력,31125,-0.72,19649000000
011200,HMM,20525,-0.61,8219000000
051910,LG화학,274500,1.1,27967000000
017670,SK텔레콤,88200,0.23,36477000000
033780,KT&G,171900,0.64,11286000000
010140,삼성중공업,20325,-1.81,22827000000
006800,미래에셋증권,31900,-0.47,13393000000
267250,HD현대,219000,-2.67,16043000000
003550,LG,113000,-1.14,17290000000
018260,삼성에스디에스,217500,-1.36,13877000000
003670,포스코퓨처엠,188500,-0.42,36143000000
010950,S-Oil,145300,-2.29,20244000000
024110,기업은행,20300,-0.25,6566000000
086280,현대글로비스,201500,-1.47,16503000000
035720,카카오,33750,-2.17,27695000000
079550,LIG디펜스앤에어로스페이스,669000,-0.3,11970000000
000720,현대건설,125700,-1.87,32962000000
030200,KT,53200,0.38,3508000000
278470,에이피알,356000,-1.52,59932000000
272210,한화시스템,69500,-0.29,10635000000
064350,현대로템,120200,-0.99,14083000000
047810,한국항공우주,127100,-1.47,14625000000
005830,DB손해보험,188300,-0.21,14336000000
011070,LG이노텍,512000,1.19,26203000000
003490,대한항공,29000,-1.19,25008000000
443060,HD현대마린솔루션,235500,1.51,10277000000
071050,한국금융지주,187900,-1.73,14423000000
078930,GS,112300,-2.43,26797000000
323410,카카오뱅크,21050,-0.47,7277000000
307950,현대오토에버,364000,-1.62,7203000000
028050,삼성E&A,50900,0.2,33247000000
047050,포스코인터내셔널,55600,1.28,28030000000
003230,삼양식품,1269000,-0.63,23299000000
006260,LS,305000,0.49,15394000000
005940,NH투자증권,25650,-0.77,3455000000
259960,크래프톤,205500,-2.38,4231000000
180640,한진칼,139400,0.94,3132000000
090430,아모레퍼시픽,145300,0.9,12254000000
0126Z0,삼성에피스홀딩스,328500,-1.35,3982000000
007660,이수페타시스,106400,1.72,10289000000
047040,대우건설,18920,-1.1,47009000000
016360,삼성증권,86150,-0.86,8920000000
021240,코웨이,107700,6.11,15212000000
000880,한화,138900,1.31,7281000000
352820,하이브,171200,-1.1,11828000000
000500,가온전선,247000,2.92,45247000000
161390,한국타이어앤테크놀로지,58000,-1.02,6647000000
039490,키움증권,269500,0.37,5159000000
064400,LG씨엔에스,70300,-0.99,16180000000
128940,한미약품,507000,2.11,44561000000
267270,HD건설기계,136100,1.19,10088000000
009830,한화솔루션,28700,0.53,14426000000
032640,LG유플러스,14740,-0.74,5783000000
326030,SK바이오팜,78200,0.13,3524000000
175330,JB금융지주,32800,1.86,8130000000
062040,산일전기,198000,5.6,37079000000
241560,두산밥캣,59900,-0.17,2117000000
000100,유한양행,77800,-1.89,6827000000
377300,카카오페이,40950,-10.49,25454000000
001440,대한전선,28250,1.25,16929000000
000990,DB하이텍,123000,5.4,63386000000
052690,한전기술,136900,-4.8,65196000000
029780,삼성카드,44650,-1.33,1838000000
088350,한화생명,5880,-1.51,5173000000
138930,BNK금융지주,16160,0.75,4396000000
353200,대덕전자,99500,2.9,24082000000
004020,현대제철,34800,-1.0,16294000000
066970,엘앤에프,112000,-2.35,27131000000
051900,LG생활건강,300500,-0.5,6460000000
454910,두산로보틱스,68550,-1.37,7716000000
271560,오리온,112250,-3.23,15729000000
036570,NC,202000,-0.98,7392000000
011790,SKC,86700,-0.69,3317000000
034220,LG디스플레이,8530,-0.93,10642000000
001450,현대해상,48750,-0.91,4782000000
002380,KCC,470500,0.11,4148000000
082740,한화엔진,47800,0.0,10954000000
001040,CJ,131700,0.15,4286000000
010060,OCI홀딩스,202000,-0.74,14098000000
161890,한국콜마,148900,3.04,23037000000
008930,한미사이언스,50600,-1.94,4106000000
018880,한온시스템,3380,0.3,3858000000
375500,DL이앤씨,89700,0.34,32071000000
004170,신세계,366500,-0.41,15002000000
023530,롯데쇼핑,119600,3.73,13648000000
103590,일진전기,70100,2.49,14253000000
336260,두산퓨얼셀,50900,-1.36,25951000000
036460,한국가스공사,35850,-2.85,2956000000
022100,포스코DX,21200,-2.08,2126000000
192820,코스맥스,282250,3.39,13522000000
006360,GS건설,37100,-1.85,19995000000
028670,팬오션,5830,2.64,5543000000
011780,금호석유화학,122700,0.08,3975000000
251270,넷마블,34300,-2.42,2126000000
011170,롯데케미칼,65600,1.86,13330000000
097950,CJ제일제당,177900,-0.17,3653000000
450080,에코프로머티,35700,-0.83,3898000000
009420,한올바이오파마,47725,-1.8,4987000000
282330,BGF리테일,141600,-0.14,2060000000
004370,농심,399500,-2.2,4166000000
426030,TIME 미국나스닥100액티브,44325,0.46,16717000000
005440,현대지에프홀딩스,13140,-3.1,1991000000
204320,HL만도,48950,0.72,5959000000
014680,한솔케미칼,210500,3.69,5850000000
112610,씨에스윈드,52500,-0.94,5781000000
103140,풍산,76900,1.05,2642000000
069960,현대백화점,98700,0.51,7021000000
051600,한전KPS,46800,-1.68,3039000000
020150,롯데에너지머티리얼즈,39350,-1.87,3034000000
139480,이마트,73900,-0.4,3665000000
073240,금호타이어,7080,0.0,3094000000
456600,TIME 글로벌AI인공지능액티브,56045,0.64,2941000000
030000,제일기획,17540,-6.65,15301000000
483650,달바글로벌,160700,-1.47,15086000000
457190,이수스페셜티케미컬,64500,-0.77,2375000000
229640,LS에코에너지,58600,17.55,46443000000
294400,KIWOOM 200TR,139550,1.82,9344000000
181710,NHN,53800,-2.89,6083000000
089860,롯데렌탈,47600,-1.65,2517000000
475150,SK이터닉스,49300,-1.2,21076000000
071970,HD현대마린엔진,48950,-1.61,5139000000
120110,코오롱인더,54300,1.12,1873000000
008770,호텔신라,40750,-0.12,4296000000
001120,LX인터내셔널,41150,3.39,5223000000
294870,IPARK현대산업개발,24050,-1.84,2356000000
093370,후성,14650,-0.88,56111000000
001430,세아베스틸지주,42750,-1.16,3250000000
001820,삼화콘덴서,144000,1.05,67592000000
005070,코스모신소재,41750,1.21,4209000000
281820,케이씨텍,69600,1.02,5496000000
322000,HD현대에너지솔루션,121350,-1.66,13482000000
361610,SK아이이테크놀로지,15950,-3.63,2515000000
007810,코리아써키트,50200,1.41,3749000000
000210,DL,54900,2.62,2575000000
006340,대원전선,12830,0.86,13185000000
003530,한화투자증권,4600,-3.06,5182000000
195870,해성디에스,56000,16.18,22225000000
006110,삼아알미늄,58700,-0.51,2784000000
003160,디아이,31000,4.38,4925000000
000670,영풍,47150,-6.63,4693000000
100840,SNT에너지,38150,4.23,7052000000
069660,KIWOOM 200,106105,1.71,5766000000
003850,보령,8780,2.21,1329000000
100090,SK오션플랜트,12040,-0.91,2410000000
005690,파미셀,11260,3.68,3536000000
006650,대한유화,103600,3.5,4192000000
090460,비에이치,18860,-4.07,10573000000
017900,광전자,10370,-2.72,114554000000
0220W0,한화머시너리앤서비스홀딩스,6755,-4.46,7357000000
001510,SK증권,2345,-0.21,2106000000
002990,금호건설,13720,3.16,14306000000
452260,한화갤러리아,2580,5.09,4292000000
019170,신풍제약,9200,-7.72,3507000000
