code,name,종가,등락률,거래대금
005930,삼성전자,251500,1.21,1201245000000
000660,SK하이닉스,1721000,1.83,2045637000000
402340,SK스퀘어,1001000,0.1,150278000000
009150,삼성전기,1338000,1.59,221785000000
373220,LG에너지솔루션,369000,0.96,60569000000
005380,현대차,360500,-1.77,91455000000
207940,삼성바이오로직스,1400000,-0.85,21307000000
105560,KB금융,176400,0.34,103418000000
028260,삼성물산,352000,1.44,44994000000
032830,삼성생명,284500,-0.35,30571000000
012450,한화에어로스페이스,1055000,-0.75,51577000000
034020,두산에너빌리티,83800,-2.78,98954000000
055550,신한지주,111800,-0.36,41610000000
000270,기아,121200,-0.49,24541000000
329180,HD현대중공업,447500,-1.32,26920000000
006400,삼성SDI,547000,0.0,97956000000
068270,셀트리온,178100,0.34,19319000000
034730,SK,545000,-0.91,24563000000
086790,하나금융지주,137100,-0.36,35440000000
012330,현대모비스,382500,-3.04,56176000000
066570,LG전자,198800,-1.58,42293000000
035420,NAVER,201500,-2.18,39705000000
000810,삼성화재,662000,0.15,15562000000
010120,LS ELECTRIC,196700,1.03,41086000000
316140,우리금융지주,35800,-1.51,28245000000
005490,POSCO홀딩스,327000,-1.51,24567000000
298040,효성중공업,2777000,3.27,47142000000
267260,HD현대일렉트릭,705000,0.71,31166000000
042660,한화오션,81600,-0.97,16750000000
009540,HD한국조선해양,336000,-0.88,16308000000
010130,고려아연,1128000,-0.88,3895000000
096770,SK이노베이션,137900,-2.68,38132000000
000150,두산,1344000,4.27,44172000000
042700,한미반도체,219000,-1.57,50743000000
015760,한국전력,31000,-1.12,16105000000
011200,HMM,20500,-0.73,6824000000
051910,LG화학,272000,0.18,23787000000
017670,SK텔레콤,88200,0.23,31872000000
010140,삼성중공업,20400,-1.45,16559000000
033780,KT&G,172000,0.7,7686000000
267250,HD현대,220000,-2.22,13024000000
006800,미래에셋증권,31650,-1.25,10844000000
003550,LG,112500,-1.57,14124000000
018260,삼성에스디에스,216500,-1.81,11498000000
003670,포스코퓨처엠,187200,-1.11,32903000000
010950,S-Oil,147200,-1.01,15677000000
024110,기업은행,20250,-0.49,5236000000
086280,현대글로비스,203000,-0.73,12844000000
035720,카카오,33800,-2.03,23293000000
079550,LIG디펜스앤에어로스페이스,668000,-0.45,9941000000
000720,현대건설,124100,-3.12,26350000000
030200,KT,53100,0.19,2749000000
278470,에이피알,354500,-1.94,49603000000
064350,현대로템,119600,-1.48,10001000000
272210,한화시스템,69100,-0.86,8680000000
047810,한국항공우주,126700,-1.78,11627000000
005830,DB손해보험,188300,-0.21,11474000000
011070,LG이노텍,507000,0.2,21178000000
003490,대한항공,28950,-1.36,21828000000
078930,GS,111950,-2.74,20196000000
071050,한국금융지주,186300,-2.56,10251000000
443060,HD현대마린솔루션,231500,-0.22,6713000000
323410,카카오뱅크,21000,-0.71,6066000000
307950,현대오토에버,361500,-2.3,6184000000
047050,포스코인터내셔널,56100,2.19,24389000000
028050,삼성E&A,50300,-0.98,26168000000
003230,삼양식품,1272000,-0.39,19073000000
005940,NH투자증권,25600,-0.97,2525000000
006260,LS,302500,-0.33,10775000000
259960,크래프톤,205500,-2.38,3408000000
180640,한진칼,139300,0.87,2385000000
090430,아모레퍼시픽,145700,1.18,9489000000
0126Z0,삼성에피스홀딩스,328000,-1.5,3221000000
007660,이수페타시스,105300,0.67,7802000000
021240,코웨이,108000,6.4,11613000000
016360,삼성증권,85400,-1.73,7223000000
047040,대우건설,18550,-3.03,38683000000
000880,한화,138700,1.17,5777000000
352820,하이브,170200,-1.68,8667000000
000500,가온전선,245000,2.08,42611000000
161390,한국타이어앤테크놀로지,57800,-1.37,5630000000
039490,키움증권,267000,-0.56,4218000000
064400,LG씨엔에스,70000,-1.41,14121000000
128940,한미약품,502000,1.11,36383000000
009830,한화솔루션,28550,0.0,12117000000
267270,HD건설기계,133700,-0.59,7006000000
032640,LG유플러스,14640,-1.41,4690000000
326030,SK바이오팜,77800,-0.38,2633000000
175330,JB금융지주,32700,1.55,4904000000
062040,산일전기,193400,3.15,25355000000
241560,두산밥캣,59800,-0.33,1819000000
000100,유한양행,77600,-2.14,5435000000
377300,카카오페이,40800,-10.82,22091000000
001440,대한전선,27900,0.0,14809000000
052690,한전기술,136700,-4.94,57673000000
029780,삼성카드,44750,-1.1,1502000000
000990,DB하이텍,118900,1.89,50089000000
088350,한화생명,5870,-1.68,4560000000
138930,BNK금융지주,16130,0.56,3353000000
353200,대덕전자,97800,1.14,16705000000
004020,현대제철,34800,-1.0,12139000000
066970,엘앤에프,110700,-3.49,23434000000
051900,LG생활건강,301000,-0.33,5070000000
271560,오리온,112100,-3.36,12701000000
454910,두산로보틱스,68100,-2.01,7072000000
036570,NC,201500,-1.23,5864000000
011790,SKC,86000,-1.49,2894000000
034220,LG디스플레이,8460,-1.74,9400000000
001450,현대해상,48600,-1.22,3709000000
002380,KCC,465500,-0.96,2546000000
082740,한화엔진,47750,-0.1,9263000000
001040,CJ,130400,-0.84,2879000000
010060,OCI홀딩스,201500,-0.98,10658000000
161890,한국콜마,149100,3.18,18058000000
018880,한온시스템,3360,-0.3,3178000000
004170,신세계,365000,-0.82,11709000000
375500,DL이앤씨,89000,-0.45,25150000000
