code,name,종가,등락률,거래대금
005930,삼성전자,252250,1.51,1289761000000
000660,SK하이닉스,1728000,2.25,2144331000000
402340,SK스퀘어,1008000,0.8,159432000000
009150,삼성전기,1342000,1.9,229550000000
373220,LG에너지솔루션,370000,1.23,62522000000
005380,현대차,361500,-1.5,93419000000
207940,삼성바이오로직스,1402000,-0.71,22361000000
105560,KB금융,177000,0.68,105977000000
028260,삼성물산,354000,2.02,46498000000
032830,삼성생명,285000,-0.18,31736000000
012450,한화에어로스페이스,1056000,-0.66,53727000000
034020,두산에너빌리티,84200,-2.32,104411000000
055550,신한지주,112200,0.0,42879000000
000270,기아,121500,-0.25,25724000000
329180,HD현대중공업,447250,-1.38,28223000000
006400,삼성SDI,548000,0.18,99597000000
068270,셀트리온,178000,0.28,19872000000
034730,SK,551000,0.18,25820000000
086790,하나금융지주,137700,0.07,37043000000
012330,현대모비스,384000,-2.66,59816000000
066570,LG전자,200000,-0.99,44567000000
035420,NAVER,202250,-1.82,41253000000
000810,삼성화재,663000,0.3,16269000000
010120,LS ELECTRIC,197400,1.39,42035000000
316140,우리금융지주,35950,-1.1,29246000000
298040,효성중공업,2805000,4.31,52519000000
005490,POSCO홀딩스,327500,-1.36,25450000000
267260,HD현대일렉트릭,710000,1.43,32423000000
042660,한화오션,81700,-0.85,17991000000
009540,HD한국조선해양,335500,-1.03,17105000000
010130,고려아연,1132000,-0.53,4112000000
096770,SK이노베이션,138100,-2.54,38962000000
000150,두산,1363000,5.74,47573000000
042700,한미반도체,221250,-0.56,53495000000
015760,한국전력,31150,-0.64,17381000000
011200,HMM,20550,-0.48,6954000000
051910,LG화학,273500,0.74,24154000000
017670,SK텔레콤,88300,0.34,32381000000
010140,삼성중공업,20350,-1.69,17096000000
033780,KT&G,172000,0.7,8280000000
267250,HD현대,220000,-2.22,13747000000
006800,미래에셋증권,31700,-1.09,11325000000
003550,LG,112900,-1.22,14792000000
018260,삼성에스디에스,218500,-0.91,12013000000
003670,포스코퓨처엠,187200,-1.11,33385000000
010950,S-Oil,147500,-0.81,16014000000
024110,기업은행,20250,-0.49,5361000000
086280,현대글로비스,203000,-0.73,13294000000
035720,카카오,33800,-2.03,23757000000
079550,LIG디펜스앤에어로스페이스,668000,-0.45,10101000000
000720,현대건설,124600,-2.73,27247000000
030200,KT,53200,0.38,2788000000
278470,에이피알,356000,-1.52,51235000000
064350,현대로템,119800,-1.32,10531000000
272210,한화시스템,69100,-0.86,8924000000
047810,한국항공우주,127100,-1.47,12191000000
005830,DB손해보험,188600,-0.05,11912000000
011070,LG이노텍,510000,0.79,21874000000
003490,대한항공,28950,-1.36,22521000000
078930,GS,112800,-2.0,20939000000
071050,한국금융지주,186700,-2.35,10691000000
443060,HD현대마린솔루션,230500,-0.65,7153000000
323410,카카오뱅크,21000,-0.71,6213000000
307950,현대오토에버,362500,-2.03,6347000000
028050,삼성E&A,50400,-0.79,26774000000
047050,포스코인터내셔널,56000,2.0,25491000000
003230,삼양식품,1274000,-0.23,19676000000
005940,NH투자증권,25600,-0.97,2666000000
006260,LS,303000,-0.16,11636000000
259960,크래프톤,204500,-2.85,3607000000
180640,한진칼,139100,0.72,2494000000
090430,아모레퍼시픽,145500,1.04,10230000000
0126Z0,삼성에피스홀딩스,328000,-1.5,3323000000
007660,이수페타시스,105700,1.05,8148000000
047040,대우건설,18640,-2.56,39826000000
016360,삼성증권,85700,-1.38,7413000000
021240,코웨이,108100,6.5,12062000000
000880,한화,139100,1.46,6045000000
352820,하이브,170200,-1.68,9497000000
