code,name,종가,등락률,거래대금
005930,삼성전자,247500,-0.6,2522749000000
000660,SK하이닉스,1688000,-0.53,4089931000000
402340,SK스퀘어,1000000,0.0,299570000000
009150,삼성전기,1313000,-1.8,376634000000
373220,LG에너지솔루션,366000,4.13,114566000000
005380,현대차,367500,-1.08,94036000000
207940,삼성바이오로직스,1411000,-0.63,30674000000
105560,KB금융,175700,-3.25,183347000000
032830,삼성생명,286000,-4.03,86930000000
028260,삼성물산,346000,-3.49,90008000000
034020,두산에너빌리티,86200,-0.92,170612000000
012450,한화에어로스페이스,1063000,-6.51,152941000000
055550,신한지주,111900,-2.36,84738000000
329180,HD현대중공업,453000,-5.43,128065000000
000270,기아,121800,-1.93,45677000000
006400,삼성SDI,548000,3.01,208963000000
068270,셀트리온,177400,-0.78,31143000000
034730,SK,550000,-3.51,44022000000
086790,하나금융지주,137400,-2.41,64022000000
012330,현대모비스,394500,-1.37,79455000000
066570,LG전자,202000,1.92,82930000000
035420,NAVER,206000,0.98,65500000000
000810,삼성화재,661000,-2.07,54827000000
010120,LS ELECTRIC,194900,-2.21,81539000000
316140,우리금융지주,36300,-1.49,84818000000
005490,POSCO홀딩스,332500,1.99,76384000000
042660,한화오션,82500,-3.96,57946000000
267260,HD현대일렉트릭,701000,-5.14,85363000000
298040,효성중공업,2693000,-3.92,105116000000
009540,HD한국조선해양,339500,-6.6,49236000000
096770,SK이노베이션,141700,3.66,129312000000
010130,고려아연,1135000,-2.41,13395000000
042700,한미반도체,222500,-1.11,109657000000
000150,두산,1292000,2.95,69462000000
015760,한국전력,31350,-1.88,36355000000
011200,HMM,20650,-2.82,12465000000
051910,LG화학,271500,1.31,43947000000
017670,SK텔레콤,88300,-2.0,57673000000
010140,삼성중공업,20750,-6.11,75905000000
267250,HD현대,225500,-8.52,31937000000
033780,KT&G,170600,-1.44,15729000000
006800,미래에셋증권,32050,-3.32,21494000000
003550,LG,114800,1.41,25363000000
018260,삼성에스디에스,221000,1.14,21994000000
003670,포스코퓨처엠,189200,5.76,74001000000
010950,S-Oil,148900,0.2,48176000000
024110,기업은행,20450,-2.15,13349000000
086280,현대글로비스,205000,-0.97,13739000000
035720,카카오,34500,-0.43,20649000000
079550,LIG디펜스앤에어로스페이스,671000,-4.82,54006000000
000720,현대건설,128100,-0.08,48421000000
278470,에이피알,361000,-2.17,56666000000
030200,KT,52800,-0.75,6792000000
064350,현대로템,121300,-2.49,25166000000
272210,한화시스템,69900,-6.8,31405000000
047810,한국항공우주,129000,-3.01,19177000000
005830,DB손해보험,188500,-2.08,19170000000
011070,LG이노텍,503000,-2.14,60420000000
003490,대한항공,29350,-1.68,25736000000
078930,GS,114000,-2.06,26138000000
071050,한국금융지주,190300,-1.76,16165000000
443060,HD현대마린솔루션,231500,-3.14,17350000000
323410,카카오뱅크,21200,-1.85,9528000000
307950,현대오토에버,369000,-1.2,10178000000
028050,삼성E&A,50900,0.2,62594000000
047050,포스코인터내셔널,54700,-3.36,24285000000
003230,삼양식품,1277000,-2.52,38755000000
259960,크래프톤,210000,-0.94,8487000000
005940,NH투자증권,25900,-1.89,6822000000
006260,LS,303500,-2.72,18306000000
180640,한진칼,138800,0.07,6020000000
090430,아모레퍼시픽,143700,-1.58,26916000000
0126Z0,삼성에피스홀딩스,334000,1.06,7939000000
047040,대우건설,19130,1.97,82855000000
016360,삼성증권,86100,-1.6,15646000000
007660,이수페타시스,104500,-2.7,43018000000
352820,하이브,173100,-1.48,16954000000
000880,한화,137000,-4.66,11108000000
161390,한국타이어앤테크놀로지,58300,-3.95,12332000000
021240,코웨이,102000,1.49,23629000000
000500,가온전선,241500,-1.63,26582000000
039490,키움증권,268500,-2.72,19704000000
064400,LG씨엔에스,71000,0.42,17296000000
009830,한화솔루션,28550,-0.52,31221000000
267270,HD건설기계,134200,-4.01,33653000000
128940,한미약품,496500,4.75,85283000000
032640,LG유플러스,14840,-1.33,7765000000
377300,카카오페이,45750,-2.45,7253000000
326030,SK바이오팜,78200,-1.14,6184000000
175330,JB금융지주,32300,0.16,9367000000
000100,유한양행,79400,0.38,16707000000
241560,두산밥캣,60100,-2.44,4565000000
062040,산일전기,187500,-5.3,67079000000
052690,한전기술,143900,4.12,170785000000
001440,대한전선,27950,-1.24,24668000000
088350,한화생명,5950,-1.16,17021000000
000990,DB하이텍,116800,4.94,100869000000
138930,BNK금융지주,16120,0.69,10325000000
353200,대덕전자,96500,-0.52,44911000000
004020,현대제철,35300,6.97,60166000000
088980,맥쿼리인프라,9770,-0.31,7928000000
066970,엘앤에프,114800,0.61,45379000000
271560,오리온,116300,0.87,15378000000
051900,LG생활건강,301000,0.67,29092000000
454910,두산로보틱스,69600,0.29,15502000000
036570,NC,204000,-1.21,11801000000
011790,SKC,87400,0.34,8627000000
034220,LG디스플레이,8620,-2.6,28732000000
001450,현대해상,49150,-4.0,16410000000
002380,KCC,468500,-1.06,13451000000
082740,한화엔진,47850,-5.43,25446000000
001040,CJ,131900,-1.49,7519000000
010060,OCI홀딩스,203500,-1.21,25515000000
008930,한미사이언스,51600,3.82,10361000000
004170,신세계,367500,-2.26,20353000000
018880,한온시스템,3380,-2.73,8827000000
375500,DL이앤씨,89700,4.67,77519000000
161890,한국콜마,144700,-0.96,25678000000
336260,두산퓨얼셀,51600,7.95,98296000000
022100,포스코DX,21600,0.23,4763000000
023530,롯데쇼핑,115300,-3.43,19722000000
103590,일진전기,68400,-1.87,8700000000
006360,GS건설,37800,3.14,66392000000
192820,코스맥스,272500,-1.27,16049000000
011780,금호석유화학,122400,-2.0,5250000000
028670,팬오션,5680,-5.96,19427000000
011170,롯데케미칼,64600,-1.22,10143000000
097950,CJ제일제당,178600,-1.33,7616000000
450080,에코프로머티,35950,3.6,7507000000
009420,한올바이오파마,48650,-1.32,9209000000
004370,농심,408500,-2.04,6936000000
282330,BGF리테일,141900,-2.74,4044000000
426030,TIME 미국나스닥100액티브,44125,-0.16,29506000000
204320,HL만도,48600,0.21,9570000000
112610,씨에스윈드,53000,0.76,25146000000
489790,한화비전,44250,-1.01,6512000000
014680,한솔케미칼,203500,2.78,9245000000
051600,한전KPS,47600,0.42,5525000000
103140,풍산,76200,-2.81,7251000000
069960,현대백화점,98200,-1.01,8244000000
020150,롯데에너지머티리얼즈,40150,4.83,10686000000
007070,GS리테일,24500,-5.41,8001000000
139480,이마트,74200,-1.07,7474000000
483650,달바글로벌,163100,-2.68,16106000000
073240,금호타이어,7080,-0.42,5274000000
456600,TIME 글로벌AI인공지능액티브,55700,0.7,6699000000
