code,name,종가,등락률,거래대금
005930,삼성전자,246000,-1.2,2068284000000
000660,SK하이닉스,1675000,-1.3,3501525000000
402340,SK스퀘어,997500,-0.25,261231000000
009150,삼성전기,1313000,-1.8,323960000000
373220,LG에너지솔루션,365500,3.98,69022000000
005380,현대차,367500,-1.08,82798000000
207940,삼성바이오로직스,1412000,-0.56,26117000000
105560,KB금융,176300,-2.92,162062000000
032830,삼성생명,285500,-4.19,74063000000
028260,삼성물산,345500,-3.63,72112000000
012450,한화에어로스페이스,1067000,-6.16,132946000000
034020,두산에너빌리티,84500,-2.87,125865000000
055550,신한지주,112500,-1.83,69760000000
000270,기아,122300,-1.53,36015000000
329180,HD현대중공업,451500,-5.74,117181000000
006400,삼성SDI,547000,2.82,168552000000
068270,셀트리온,177900,-0.5,26475000000
034730,SK,547000,-4.04,36921000000
086790,하나금융지주,137800,-2.13,53164000000
012330,현대모비스,394500,-1.37,65473000000
066570,LG전자,201500,1.66,71845000000
035420,NAVER,205000,0.49,55621000000
000810,삼성화재,663000,-1.78,45569000000
010120,LS ELECTRIC,194000,-2.66,67405000000
316140,우리금융지주,36350,-1.36,69752000000
005490,POSCO홀딩스,329500,1.07,52973000000
267260,HD현대일렉트릭,698000,-5.55,69146000000
042660,한화오션,82000,-4.54,52277000000
298040,효성중공업,2682000,-4.32,89524000000
096770,SK이노베이션,141600,3.58,115058000000
009540,HD한국조선해양,336500,-7.43,42519000000
010130,고려아연,1127000,-3.1,11244000000
042700,한미반도체,221500,-1.56,92281000000
000150,두산,1274000,1.51,61258000000
015760,한국전력,31150,-2.5,27658000000
011200,HMM,20750,-2.35,10518000000
051910,LG화학,272000,1.49,27045000000
017670,SK텔레콤,88050,-2.28,47566000000
010140,삼성중공업,20700,-6.33,70151000000
033780,KT&G,170800,-1.33,12868000000
267250,HD현대,224500,-8.92,26921000000
003550,LG,115300,1.86,21583000000
006800,미래에셋증권,31900,-3.77,18467000000
018260,삼성에스디에스,221000,1.14,19660000000
003670,포스코퓨처엠,189300,5.81,64307000000
010950,S-Oil,149300,0.47,39933000000
024110,기업은행,20400,-2.39,11349000000
035720,카카오,34400,-0.72,18117000000
086280,현대글로비스,204000,-1.45,9346000000
079550,LIG디펜스앤에어로스페이스,659000,-6.52,45053000000
000720,현대건설,125900,-1.79,33702000000
278470,에이피알,358500,-2.85,43851000000
030200,KT,52700,-0.94,4019000000
064350,현대로템,120500,-3.14,20690000000
272210,한화시스템,69200,-7.73,27782000000
047810,한국항공우주,128800,-3.16,15136000000
005830,DB손해보험,189650,-1.48,15491000000
011070,LG이노텍,504000,-1.95,43750000000
003490,대한항공,29300,-1.84,22925000000
078930,GS,114900,-1.29,20045000000
071050,한국금융지주,188600,-2.63,13852000000
443060,HD현대마린솔루션,230500,-3.56,14402000000
323410,카카오뱅크,21200,-1.85,6974000000
307950,현대오토에버,368000,-1.47,9047000000
028050,삼성E&A,50700,-0.2,54647000000
259960,크래프톤,210000,-0.94,6761000000
047050,포스코인터내셔널,54700,-3.36,19634000000
003230,삼양식품,1274000,-2.75,33348000000
005940,NH투자증권,25750,-2.46,5576000000
006260,LS,300500,-3.69,14344000000
180640,한진칼,139000,0.22,5056000000
090430,아모레퍼시픽,143800,-1.51,23598000000
0126Z0,삼성에피스홀딩스,332500,0.61,6949000000
047040,대우건설,18950,1.01,70882000000
007660,이수페타시스,104500,-2.7,37276000000
016360,삼성증권,85800,-1.94,12987000000
352820,하이브,173700,-1.14,14293000000
000880,한화,137300,-4.45,9273000000
021240,코웨이,102800,2.29,20759000000
161390,한국타이어앤테크놀로지,58200,-4.12,9763000000
000500,가온전선,239250,-2.55,23866000000
039490,키움증권,264500,-4.17,14963000000
064400,LG씨엔에스,70800,0.14,14789000000
009830,한화솔루션,28450,-0.87,27406000000
267270,HD건설기계,134200,-4.01,30431000000
128940,한미약품,496500,4.75,74933000000
032640,LG유플러스,14900,-0.93,6024000000
377300,카카오페이,45500,-2.99,6530000000
326030,SK바이오팜,77800,-1.64,5407000000
175330,JB금융지주,32550,0.93,7997000000
000100,유한양행,79700,0.76,14558000000
241560,두산밥캣,60000,-2.6,3790000000
062040,산일전기,185350,-6.39,55622000000
001440,대한전선,27600,-2.47,21949000000
088350,한화생명,5980,-0.66,14526000000
