code,name,종가,등락률,거래대금
005930,삼성전자,251000,1.01,1120890000000
000660,SK하이닉스,1718000,1.66,1932122000000
402340,SK스퀘어,998000,-0.2,141139000000
009150,삼성전기,1341000,1.82,208516000000
373220,LG에너지솔루션,368000,0.68,57971000000
005380,현대차,360500,-1.77,86276000000
207940,삼성바이오로직스,1403000,-0.64,20228000000
105560,KB금융,176600,0.46,99035000000
028260,삼성물산,352000,1.44,42709000000
032830,삼성생명,284500,-0.35,29026000000
012450,한화에어로스페이스,1058000,-0.47,49339000000
034020,두산에너빌리티,84000,-2.55,83444000000
055550,신한지주,112000,-0.18,39293000000
000270,기아,121000,-0.66,22930000000
329180,HD현대중공업,449000,-0.99,25638000000
006400,삼성SDI,546000,-0.18,95768000000
068270,셀트리온,177800,0.17,18221000000
034730,SK,544000,-1.09,23435000000
086790,하나금융지주,137250,-0.25,32931000000
012330,현대모비스,382000,-3.17,53777000000
066570,LG전자,198700,-1.63,40912000000
035420,NAVER,202000,-1.94,38269000000
000810,삼성화재,662000,0.15,14508000000
010120,LS ELECTRIC,196800,1.08,39190000000
316140,우리금융지주,35950,-1.1,26775000000
005490,POSCO홀딩스,326500,-1.66,23544000000
298040,효성중공업,2763000,2.75,41664000000
267260,HD현대일렉트릭,706000,0.86,29990000000
042660,한화오션,81800,-0.73,15886000000
009540,HD한국조선해양,337500,-0.44,14950000000
010130,고려아연,1130000,-0.7,3577000000
096770,SK이노베이션,138000,-2.61,36604000000
000150,두산,1346000,4.42,41504000000
042700,한미반도체,218500,-1.8,47611000000
015760,한국전력,31000,-1.12,15075000000
011200,HMM,20500,-0.73,6364000000
051910,LG화학,272500,0.37,22943000000
017670,SK텔레콤,88000,0.0,30394000000
010140,삼성중공업,20400,-1.45,15363000000
033780,KT&G,171500,0.41,6812000000
267250,HD현대,222000,-1.33,12176000000
006800,미래에셋증권,31650,-1.25,10344000000
003550,LG,112400,-1.66,13193000000
018260,삼성에스디에스,216250,-1.93,10652000000
010950,S-Oil,147500,-0.81,14904000000
003670,포스코퓨처엠,186700,-1.37,31779000000
024110,기업은행,20250,-0.49,4475000000
086280,현대글로비스,203000,-0.73,12309000000
035720,카카오,33750,-2.17,21953000000
079550,LIG디펜스앤에어로스페이스,669000,-0.3,9607000000
000720,현대건설,123900,-3.28,25090000000
030200,KT,53100,0.19,2722000000
278470,에이피알,353000,-2.35,46357000000
064350,현대로템,120000,-1.15,9399000000
272210,한화시스템,69100,-0.86,8231000000
005830,DB손해보험,189500,0.42,10919000000
047810,한국항공우주,126800,-1.71,11063000000
011070,LG이노텍,508000,0.4,20420000000
003490,대한항공,28950,-1.36,21071000000
071050,한국금융지주,186500,-2.46,9546000000
443060,HD현대마린솔루션,232000,0.0,6382000000
078930,GS,111700,-2.95,19064000000
323410,카카오뱅크,20950,-0.95,5634000000
047050,포스코인터내셔널,56200,2.37,23741000000
307950,현대오토에버,361000,-2.43,6051000000
028050,삼성E&A,50400,-0.79,24481000000
003230,삼양식품,1271000,-0.47,18329000000
005940,NH투자증권,25600,-0.97,2353000000
006260,LS,302000,-0.49,9893000000
259960,크래프톤,205500,-2.38,3162000000
180640,한진칼,139400,0.94,2169000000
090430,아모레퍼시픽,144900,0.63,8386000000
0126Z0,삼성에피스홀딩스,327000,-1.8,3059000000
007660,이수페타시스,105200,0.57,7278000000
016360,삼성증권,85400,-1.73,6994000000
021240,코웨이,108000,6.4,10673000000
047040,대우건설,18500,-3.29,36338000000
000880,한화,139100,1.46,5268000000
352820,하이브,170300,-1.62,8346000000
000500,가온전선,246000,2.5,42184000000
161390,한국타이어앤테크놀로지,57500,-1.88,5182000000
039490,키움증권,267500,-0.37,3955000000
064400,LG씨엔에스,70000,-1.41,13657000000
009830,한화솔루션,28700,0.53,11684000000
128940,한미약품,501000,0.91,34580000000
267270,HD건설기계,133800,-0.52,6398000000
032640,LG유플러스,14670,-1.21,4158000000
326030,SK바이오팜,77900,-0.26,2373000000
175330,JB금융지주,32600,1.24,4188000000
062040,산일전기,193100,2.99,24658000000
241560,두산밥캣,59900,-0.17,1740000000
000100,유한양행,77700,-2.02,5197000000
377300,카카오페이,40750,-10.93,21072000000
001440,대한전선,27900,0.0,14256000000
052690,한전기술,136700,-4.94,55547000000
029780,삼성카드,44750,-1.1,1457000000
000990,DB하이텍,118800,1.8,48933000000
088350,한화생명,5890,-1.34,4242000000
138930,BNK금융지주,16160,0.75,3071000000
353200,대덕전자,97000,0.31,15714000000
004020,현대제철,34900,-0.71,11608000000
066970,엘앤에프,110800,-3.4,22260000000
051900,LG생활건강,300500,-0.5,4720000000
271560,오리온,111800,-3.62,11253000000
454910,두산로보틱스,68100,-2.01,6956000000
036570,NC,201000,-1.47,5551000000
