code,name,종가,등락률,거래대금,거래량
005930,삼성전자,281000,2.55,629863000000,2234471
000660,SK하이닉스,1926000,3.1,915823000000,476089
402340,SK스퀘어,1161000,3.02,105242000000,90088
009150,삼성전기,1522500,6.54,317104000000,209300
373220,LG에너지솔루션,353000,0.28,9697000000,27226
005380,현대차,365000,1.67,21946000000,59901
207940,삼성바이오로직스,1401000,-0.07,3279000000,2339
105560,KB금융,175600,-1.07,19039000000,108168
028260,삼성물산,373000,1.5,15199000000,40367
032830,삼성생명,294500,1.2,9317000000,31299
034020,두산에너빌리티,86100,0.94,36757000000,426512
012450,한화에어로스페이스,1070000,0.28,9741000000,9145
055550,신한지주,112900,-0.18,9539000000,84358
329180,HD현대중공업,450500,0.0,6829000000,15148
000270,기아,121100,0.92,9469000000,78068
006400,삼성SDI,536000,0.56,14992000000,27883
034730,SK,584000,1.57,6148000000,10470
068270,셀트리온,180400,-0.55,10105000000,55851
086790,하나금융지주,135000,-0.52,6838000000,50621
066570,LG전자,211000,4.2,54667000000,256517
012330,현대모비스,379500,1.74,11392000000,30065
010120,LS ELECTRIC,217500,4.07,29210000000,135222
035420,NAVER,202500,2.32,20063000000,99162
000810,삼성화재,655000,0.61,4819000000,7394
298040,효성중공업,3000000,2.85,24713000000,8308
267260,HD현대일렉트릭,735000,2.94,8309000000,11358
316140,우리금융지주,35900,-1.51,12321000000,342021
005490,POSCO홀딩스,319500,0.79,7589000000,23749
042660,한화오션,82200,0.49,4320000000,52453
009540,HD한국조선해양,341500,0.74,4703000000,13716
000150,두산,1487000,3.84,29690000000,19983
010130,고려아연,1128000,0.45,2849000000,2503
096770,SK이노베이션,138200,-1.78,23620000000,169277
042700,한미반도체,242500,2.54,18914000000,77847
011200,HMM,21150,0.24,851000000,40236
015760,한국전력,30950,0.32,6526000000,211160
017670,SK텔레콤,88500,1.72,15509000000,175060
006800,미래에셋증권,34550,8.14,22173000000,655396
010140,삼성중공업,20600,0.0,5677000000,274233
051910,LG화학,257500,-0.39,5502000000,21214
033780,KT&G,173300,-0.29,2235000000,12899
018260,삼성에스디에스,226500,0.89,3557000000,15622
003550,LG,113700,2.16,2782000000,24362
010950,S-Oil,152200,-1.1,11147000000,73366
267250,HD현대,211500,0.24,5327000000,25402
024110,기업은행,20050,0.25,1497000000,74723
003670,포스코퓨처엠,178400,0.17,3282000000,18307
079550,LIG디펜스앤에어로스페이스,709000,-2.21,6971000000,9739
086280,현대글로비스,203000,0.0,2353000000,11571
035720,카카오,34300,3.31,16497000000,485006
272210,한화시스템,76300,-0.26,4664000000,61160
000720,현대건설,128700,2.47,13409000000,103492
278470,에이피알,363500,-0.68,11872000000,32789
030200,KT,53500,0.75,1484000000,27774
011070,LG이노텍,550000,5.97,33637000000,61261
064350,현대로템,118800,0.0,3725000000,31295
047810,한국항공우주,130400,0.62,1864000000,14266
005830,DB손해보험,185200,-1.65,5297000000,28597
003490,대한항공,29475,2.17,8291000000,282047
071050,한국금융지주,189800,2.93,7992000000,42302
443060,HD현대마린솔루션,235000,0.64,1131000000,4827
006260,LS,334750,3.8,7022000000,21116
078930,GS,111100,-1.94,5711000000,50949
307950,현대오토에버,376000,4.16,5019000000,13268
028050,삼성E&A,52200,0.38,19124000000,363278
047050,포스코인터내셔널,57100,-1.21,3356000000,58508
000500,가온전선,334000,4.87,39728000000,118940
005940,NH투자증권,26750,1.71,2359000000,88551
323410,카카오뱅크,20250,0.75,779000000,38422
003230,삼양식품,1262000,-1.1,7244000000,5743
180640,한진칼,140200,1.23,477000000,3410
259960,크래프톤,201500,0.75,1328000000,6595
007660,이수페타시스,115300,4.53,43053000000,368095
090430,아모레퍼시픽,143200,-1.24,2628000000,18275
0126Z0,삼성에피스홀딩스,334000,2.14,857000000,2569
016360,삼성증권,91600,3.85,8272000000,91261
047040,대우건설,18800,2.79,46898000000,2441856
161390,한국타이어앤테크놀로지,58900,0.51,534000000,9052
039490,키움증권,271000,2.46,2628000000,9757
