code,name,종가,등락률,거래대금,거래량
005930,삼성전자,281000,2.55,1062833000000,3776088
000660,SK하이닉스,1924000,3.0,1351856000000,702239
402340,SK스퀘어,1161000,3.02,157208000000,134779
009150,삼성전기,1519000,6.3,539545000000,354436
373220,LG에너지솔루션,353500,0.43,16639000000,46892
005380,현대차,366500,2.09,36552000000,99893
207940,삼성바이오로직스,1402000,0.0,5466000000,3900
105560,KB금융,175500,-1.13,28413000000,161599
028260,삼성물산,370000,0.68,25192000000,67291
032830,삼성생명,293500,0.86,17955000000,60663
034020,두산에너빌리티,86200,1.06,47490000000,551297
012450,한화에어로스페이스,1061000,-0.56,16253000000,15253
055550,신한지주,112500,-0.53,17140000000,151683
329180,HD현대중공업,449500,-0.22,13052000000,28998
000270,기아,121000,0.83,17809000000,147141
006400,삼성SDI,537000,0.75,23547000000,43843
034730,SK,586000,1.91,11069000000,18881
068270,셀트리온,179900,-0.83,15573000000,86221
086790,하나금융지주,135000,-0.52,11811000000,87513
066570,LG전자,212750,5.06,78063000000,367024
012330,현대모비스,381500,2.28,21918000000,57748
010120,LS ELECTRIC,216500,3.59,39622000000,183292
035420,NAVER,202000,2.07,31140000000,153801
000810,삼성화재,652000,0.15,10133000000,15533
298040,효성중공업,2979000,2.13,32079000000,10776
316140,우리금융지주,35800,-1.78,16831000000,467718
267260,HD현대일렉트릭,729000,2.1,11834000000,16168
005490,POSCO홀딩스,319500,0.79,12145000000,38044
042660,한화오션,82200,0.49,7355000000,89423
009540,HD한국조선해양,342500,1.03,7531000000,21992
000150,두산,1489000,3.98,48464000000,32537
010130,고려아연,1126000,0.27,4800000000,4237
096770,SK이노베이션,139000,-1.21,32914000000,236412
042700,한미반도체,244500,3.38,35037000000,143835
015760,한국전력,30900,0.16,8610000000,278629
011200,HMM,21050,-0.24,1611000000,76330
017670,SK텔레콤,88000,1.15,22643000000,256029
051910,LG화학,258000,-0.19,10329000000,39978
006800,미래에셋증권,33550,5.01,31250000000,921942
010140,삼성중공업,20600,0.0,8871000000,429144
033780,KT&G,172100,-0.98,7032000000,40719
018260,삼성에스디에스,227500,1.34,5949000000,26164
003550,LG,113700,2.16,5333000000,46856
010950,S-Oil,150000,-2.53,16884000000,111628
267250,HD현대,210000,-0.47,8390000000,39936
024110,기업은행,20050,0.25,2552000000,127258
003670,포스코퓨처엠,179100,0.56,6031000000,33733
079550,LIG디펜스앤에어로스페이스,719000,-0.83,12629000000,17681
086280,현대글로비스,204250,0.62,5380000000,26508
035720,카카오,34200,3.01,21592000000,633743
272210,한화시스템,76600,0.13,7198000000,94379
000720,현대건설,127700,1.67,19302000000,149628
278470,에이피알,361500,-1.23,19745000000,54444
030200,KT,53300,0.38,2358000000,44126
011070,LG이노텍,549000,5.78,50399000000,91574
064350,현대로템,118700,-0.08,7897000000,66491
047810,한국항공우주,130600,0.77,3484000000,26675
005830,DB손해보험,184600,-1.96,7478000000,40415
003490,대한항공,29950,3.81,25972000000,874389
443060,HD현대마린솔루션,234500,0.43,2203000000,9398
307950,현대오토에버,384500,6.51,8937000000,23594
071050,한국금융지주,187500,1.68,16490000000,86941
006260,LS,329000,2.02,10980000000,33011
078930,GS,110300,-2.65,12521000000,113300
028050,삼성E&A,51700,-0.58,30157000000,576319
047050,포스코인터내셔널,57300,-0.87,6617000000,115737
000500,가온전선,334500,5.02,82557000000,244569
005940,NH투자증권,26400,0.38,3929000000,147510
323410,카카오뱅크,20300,1.0,2001000000,98624
180640,한진칼,141700,2.31,1424000000,10102
