code,name,종가,등락률,거래대금
005930,삼성전자,249750,0.5,902140000000
000660,SK하이닉스,1712000,1.3,1548339000000
402340,SK스퀘어,996000,-0.4,108965000000
009150,삼성전기,1340000,1.75,154760000000
373220,LG에너지솔루션,367000,0.41,51671000000
005380,현대차,359500,-2.04,74583000000
207940,삼성바이오로직스,1400000,-0.85,16842000000
105560,KB금융,176000,0.11,82825000000
032830,삼성생명,283000,-0.88,24023000000
028260,삼성물산,347500,0.14,34852000000
034020,두산에너빌리티,84500,-1.97,68035000000
012450,한화에어로스페이스,1047000,-1.51,40591000000
055550,신한지주,111700,-0.45,33117000000
000270,기아,120900,-0.74,17836000000
329180,HD현대중공업,449000,-0.99,22281000000
006400,삼성SDI,545000,-0.37,85581000000
068270,셀트리온,177600,0.06,15096000000
034730,SK,542000,-1.45,18778000000
086790,하나금융지주,136600,-0.73,27227000000
012330,현대모비스,381000,-3.42,41358000000
066570,LG전자,197700,-2.13,34078000000
035420,NAVER,201250,-2.31,30119000000
010120,LS ELECTRIC,196400,0.87,35040000000
000810,삼성화재,658000,-0.45,10849000000
316140,우리금융지주,35800,-1.51,21328000000
005490,POSCO홀딩스,327000,-1.51,18645000000
298040,효성중공업,2759000,2.6,36158000000
267260,HD현대일렉트릭,706000,0.86,27090000000
042660,한화오션,81800,-0.73,11685000000
009540,HD한국조선해양,337000,-0.59,11685000000
010130,고려아연,1130000,-0.7,2549000000
096770,SK이노베이션,138700,-2.12,30427000000
000150,두산,1349000,4.65,30594000000
042700,한미반도체,218000,-2.02,37812000000
015760,한국전력,30900,-1.44,12209000000
011200,HMM,20450,-0.97,5053000000
051910,LG화학,272000,0.18,20090000000
017670,SK텔레콤,87100,-1.02,23802000000
010140,삼성중공업,20350,-1.69,12529000000
033780,KT&G,170600,-0.12,4623000000
267250,HD현대,220500,-2.0,9447000000
006800,미래에셋증권,31550,-1.56,8014000000
003550,LG,111700,-2.27,10466000000
018260,삼성에스디에스,215500,-2.27,8862000000
010950,S-Oil,148100,-0.4,12474000000
003670,포스코퓨처엠,186600,-1.43,27752000000
024110,기업은행,20300,-0.25,3124000000
086280,현대글로비스,201500,-1.47,9640000000
035720,카카오,33700,-2.32,18829000000
079550,LIG디펜스앤에어로스페이스,664000,-1.04,8499000000
000720,현대건설,124100,-3.12,19996000000
030200,KT,52700,-0.57,1405000000
278470,에이피알,350500,-3.04,38612000000
064350,현대로템,119900,-1.24,6870000000
272210,한화시스템,68800,-1.29,6493000000
005830,DB손해보험,189800,0.58,8687000000
047810,한국항공우주,126300,-2.09,7364000000
011070,LG이노텍,506000,0.0,16472000000
