code,name,종가,등락률,거래대금
005930,삼성전자,252500,1.61,1341743000000
000660,SK하이닉스,1729000,2.31,2243685000000
402340,SK스퀘어,1005000,0.5,165110000000
009150,삼성전기,1340000,1.75,236059000000
373220,LG에너지솔루션,369500,1.09,64211000000
005380,현대차,362000,-1.36,95038000000
207940,삼성바이오로직스,1404000,-0.57,23036000000
105560,KB금융,176900,0.63,108332000000
028260,삼성물산,353750,1.95,47143000000
032830,삼성생명,285000,-0.18,33014000000
012450,한화에어로스페이스,1054000,-0.85,54887000000
034020,두산에너빌리티,84200,-2.32,106824000000
055550,신한지주,112300,0.09,44416000000
000270,기아,121600,-0.16,26812000000
329180,HD현대중공업,447000,-1.43,29387000000
006400,삼성SDI,547000,0.0,101477000000
068270,셀트리온,178200,0.39,20437000000
034730,SK,552000,0.36,26512000000
086790,하나금융지주,137600,0.0,38700000000
012330,현대모비스,384000,-2.66,61188000000
066570,LG전자,200000,-0.99,45749000000
035420,NAVER,202000,-1.94,42504000000
000810,삼성화재,665000,0.61,17324000000
010120,LS ELECTRIC,197100,1.23,42899000000
316140,우리금융지주,35950,-1.1,29635000000
298040,효성중공업,2803000,4.24,55496000000
005490,POSCO홀딩스,327500,-1.36,25814000000
267260,HD현대일렉트릭,710000,1.43,33547000000
042660,한화오션,81700,-0.85,18413000000
009540,HD한국조선해양,335000,-1.18,18028000000
010130,고려아연,1132000,-0.53,4291000000
096770,SK이노베이션,137900,-2.68,39948000000
000150,두산,1371000,6.36,50745000000
042700,한미반도체,221500,-0.45,54525000000
015760,한국전력,31075,-0.88,17964000000
011200,HMM,20500,-0.73,7143000000
051910,LG화학,273000,0.55,25089000000
017670,SK텔레콤,88200,0.23,32887000000
010140,삼성중공업,20400,-1.45,17506000000
033780,KT&G,172000,0.7,8790000000
267250,HD현대,220500,-2.0,14037000000
006800,미래에셋증권,31750,-0.94,11720000000
003550,LG,112700,-1.4,15234000000
018260,삼성에스디에스,217500,-1.36,12407000000
003670,포스코퓨처엠,187300,-1.06,33641000000
010950,S-Oil,147500,-0.81,16415000000
024110,기업은행,20300,-0.25,5612000000
086280,현대글로비스,202000,-1.22,13656000000
035720,카카오,33850,-1.88,24248000000
079550,LIG디펜스앤에어로스페이스,666000,-0.75,10466000000
000720,현대건설,124800,-2.58,28179000000
030200,KT,53100,0.19,2889000000
278470,에이피알,356500,-1.38,53013000000
272210,한화시스템,69100,-0.86,9091000000
064350,현대로템,119500,-1.57,11732000000
047810,한국항공우주,126900,-1.63,12369000000
005830,DB손해보험,188400,-0.16,12242000000
011070,LG이노텍,509000,0.59,22291000000
003490,대한항공,28950,-1.36,22907000000
078930,GS,112600,-2.17,21600000000
443060,HD현대마린솔루션,232500,0.22,7556000000
071050,한국금융지주,186900,-2.25,11469000000
323410,카카오뱅크,21000,-0.71,6483000000
307950,현대오토에버,362500,-2.03,6463000000
028050,삼성E&A,50500,-0.59,27472000000
047050,포스코인터내셔널,56000,2.0,25788000000
003230,삼양식품,1271000,-0.47,20169000000
006260,LS,303000,-0.16,12558000000
005940,NH투자증권,25550,-1.16,2769000000
259960,크래프톤,205000,-2.61,3674000000
180640,한진칼,139300,0.87,2555000000
090430,아모레퍼시픽,145500,1.04,10491000000
0126Z0,삼성에피스홀딩스,329000,-1.2,3459000000
007660,이수페타시스,105600,0.96,8383000000
047040,대우건설,18690,-2.3,41165000000
016360,삼성증권,85900,-1.15,7657000000
021240,코웨이,108300,6.7,12595000000
000880,한화,138900,1.31,6188000000
352820,하이브,170400,-1.56,9809000000
000500,가온전선,244500,1.88,43208000000
161390,한국타이어앤테크놀로지,58200,-0.68,6030000000
039490,키움증권,268000,-0.19,4433000000
064400,LG씨엔에스,70300,-0.99,14625000000
128940,한미약품,504000,1.51,38112000000
009830,한화솔루션,28650,0.35,12778000000
267270,HD건설기계,133800,-0.52,7997000000
032640,LG유플러스,14710,-0.94,5069000000
175330,JB금융지주,32750,1.71,5742000000
326030,SK바이오팜,77900,-0.26,2881000000
062040,산일전기,195200,4.11,28497000000
241560,두산밥캣,59900,-0.17,1876000000
000100,유한양행,77700,-2.02,5815000000
377300,카카오페이,41000,-10.38,23092000000
001440,대한전선,27950,0.18,15590000000
000990,DB하이텍,120500,3.26,53431000000
052690,한전기술,136800,-4.87,59819000000
029780,삼성카드,44800,-0.99,1603000000
088350,한화생명,5880,-1.51,4793000000
138930,BNK금융지주,16160,0.75,3646000000
353200,대덕전자,98300,1.65,18429000000
004020,현대제철,34650,-1.42,12717000000
066970,엘앤에프,111200,-3.05,24571000000
051900,LG생활건강,300000,-0.66,5395000000
271560,오리온,111800,-3.62,13724000000
454910,두산로보틱스,68200,-1.87,7286000000
036570,NC,202000,-0.98,6288000000
011790,SKC,86300,-1.15,2997000000
034220,LG디스플레이,8500,-1.28,9789000000
001450,현대해상,48650,-1.12,4008000000
002380,KCC,467000,-0.64,2783000000
082740,한화엔진,47850,0.1,9673000000
001040,CJ,130500,-0.76,3101000000
010060,OCI홀딩스,202500,-0.49,11595000000
161890,한국콜마,148900,3.04,18910000000
018880,한온시스템,3375,0.15,3487000000
008930,한미사이언스,50600,-1.94,3551000000
004170,신세계,365250,-0.75,12501000000
375500,DL이앤씨,89200,-0.22,26692000000
023530,롯데쇼핑,118800,3.04,11083000000
103590,일진전기,69800,2.05,13416000000
336260,두산퓨얼셀,50700,-1.74,23879000000
036460,한국가스공사,35650,-3.39,2629000000
022100,포스코DX,21250,-1.85,1995000000
192820,코스맥스,282000,3.3,11703000000
006360,GS건설,37150,-1.72,18305000000
028670,팬오션,5810,2.29,4896000000
011780,금호석유화학,123000,0.33,3493000000
011170,롯데케미칼,66800,3.73,10724000000
251270,넷마블,34300,-2.42,1889000000
097950,CJ제일제당,177900,-0.17,3324000000
450080,에코프로머티,35350,-1.81,3544000000
009420,한올바이오파마,47350,-2.57,4527000000
282330,BGF리테일,141800,0.0,1816000000
004370,농심,399500,-2.2,3622000000
426030,TIME 미국나스닥100액티브,44220,0.23,12719000000
005440,현대지에프홀딩스,13180,-2.8,1793000000
204320,HL만도,48700,0.21,5041000000
014680,한솔케미칼,210000,3.45,4884000000
112610,씨에스윈드,52100,-1.7,5126000000
103140,풍산,76500,0.53,2164000000
069960,현대백화점,98300,0.1,5516000000
051600,한전KPS,46750,-1.79,2688000000
020150,롯데에너지머티리얼즈,39250,-2.12,2622000000
139480,이마트,73800,-0.54,3019000000
073240,금호타이어,7080,0.0,2489000000
030000,제일기획,17570,-6.49,13354000000
456600,TIME 글로벌AI인공지능액티브,55850,0.29,2593000000
483650,달바글로벌,159700,-2.08,12889000000
457190,이수스페셜티케미컬,64400,-0.92,2158000000
229640,LS에코에너지,59000,18.36,40190000000
294400,KIWOOM 200TR,139065,1.47,8203000000
181710,NHN,53400,-3.61,5387000000
089860,롯데렌탈,47650,-1.55,2335000000
475150,SK이터닉스,49100,-1.6,19750000000
071970,HD현대마린엔진,48750,-2.01,4508000000
120110,코오롱인더,54400,1.3,1668000000
001120,LX인터내셔널,41350,3.89,4115000000
008770,호텔신라,40700,-0.25,3516000000
294870,IPARK현대산업개발,24150,-1.43,1998000000
093370,후성,14630,-1.01,53330000000
001430,세아베스틸지주,42450,-1.85,2906000000
001820,삼화콘덴서,141300,-0.84,58760000000
005070,코스모신소재,41350,0.24,3944000000
281820,케이씨텍,69300,0.58,4754000000
322000,HD현대에너지솔루션,120200,-2.59,11858000000
361610,SK아이이테크놀로지,15950,-3.63,2325000000
007810,코리아써키트,49800,0.61,3305000000
000210,DL,54800,2.43,2249000000
006340,대원전선,12810,0.71,12478000000
003530,한화투자증권,4580,-3.48,4890000000
195870,해성디에스,56100,16.39,20029000000
006110,삼아알미늄,58700,-0.51,2549000000
003160,디아이,30900,4.04,3970000000
000670,영풍,47000,-6.93,4399000000
100840,SNT에너지,38000,3.83,6396000000
069660,KIWOOM 200,105940,1.55,5349000000
100090,SK오션플랜트,12040,-0.91,2215000000
003850,보령,8770,2.1,1256000000
006650,대한유화,104500,4.4,3588000000
005690,파미셀,10920,0.55,2036000000
090460,비에이치,18760,-4.58,9963000000
017900,광전자,10520,-1.31,110096000000
