code,name,종가,등락률,거래대금
005930,삼성전자,250750,0.7,527544000000
000660,SK하이닉스,1718000,1.24,997518000000
402340,SK스퀘어,1014000,1.4,100875000000
009150,삼성전기,1329000,-0.6,100497000000
373220,LG에너지솔루션,351500,0.0,10842000000
005380,현대차,372500,0.27,23989000000
207940,삼성바이오로직스,1409000,-0.77,6318000000
105560,KB금융,177700,-2.15,57185000000
032830,삼성생명,289500,-2.85,23464000000
028260,삼성물산,353000,-1.53,15117000000
012450,한화에어로스페이스,1083000,-4.75,52686000000
034020,두산에너빌리티,86000,-1.15,41339000000
055550,신한지주,112800,-1.57,21959000000
329180,HD현대중공업,459500,-4.07,33515000000
000270,기아,123600,-0.48,8043000000
006400,삼성SDI,539500,1.41,37362000000
068270,셀트리온,178400,-0.22,6787000000
034730,SK,561000,-1.58,8916000000
086790,하나금융지주,138100,-1.92,16740000000
012330,현대모비스,401000,0.25,15866000000
066570,LG전자,202000,1.92,25021000000
035420,NAVER,205000,0.49,11515000000
000810,삼성화재,673500,-0.22,12511000000
010120,LS ELECTRIC,195900,-1.71,18644000000
316140,우리금융지주,36250,-1.63,22603000000
005490,POSCO홀딩스,329500,1.07,15231000000
267260,HD현대일렉트릭,713000,-3.52,20820000000
042660,한화오션,83400,-2.91,14340000000
298040,효성중공업,2726000,-2.75,21718000000
009540,HD한국조선해양,347500,-4.4,6836000000
010130,고려아연,1132000,-2.67,3686000000
096770,SK이노베이션,139000,1.68,53850000000
042700,한미반도체,223500,-0.67,46704000000
000150,두산,1268000,1.04,9145000000
015760,한국전력,31450,-1.56,9788000000
011200,HMM,20800,-2.12,2741000000
017670,SK텔레콤,89400,-0.78,7686000000
051910,LG화학,267750,-0.09,5200000000
010140,삼성중공업,21250,-3.85,20523000000
267250,HD현대,234500,-4.87,3615000000
006800,미래에셋증권,32900,-0.75,2386000000
033780,KT&G,170300,-1.62,2502000000
003550,LG,114500,1.15,4137000000
018260,삼성에스디에스,221000,1.14,5493000000
010950,S-Oil,145400,-2.15,6148000000
024110,기업은행,20550,-1.67,1921000000
003670,포스코퓨처엠,181200,1.29,9057000000
035720,카카오,34550,-0.29,5991000000
086280,현대글로비스,203500,-1.69,1762000000
079550,LIG디펜스앤에어로스페이스,670000,-4.96,12653000000
000720,현대건설,126150,-1.6,7547000000
278470,에이피알,362500,-1.76,10964000000
272210,한화시스템,71100,-5.2,9734000000
030200,KT,52900,-0.56,1054000000
064350,현대로템,121800,-2.09,6350000000
047810,한국항공우주,130450,-1.92,4062000000
005830,DB손해보험,189000,-1.82,3291000000
011070,LG이노텍,512000,-0.39,10150000000
003490,대한항공,29500,-1.17,8038000000
078930,GS,115000,-1.2,3049000000
071050,한국금융지주,190500,-1.65,3579000000
307950,현대오토에버,377500,1.07,2006000000
443060,HD현대마린솔루션,230000,-3.77,4922000000
323410,카카오뱅크,21425,-0.81,1520000000
028050,삼성E&A,50600,-0.39,15066000000
003230,삼양식품,1289000,-1.6,7889000000
005940,NH투자증권,26200,-0.76,700000000
006260,LS,309000,-0.96,3311000000
047050,포스코인터내셔널,54800,-3.18,5127000000
259960,크래프톤,209250,-1.3,2128000000
180640,한진칼,138600,-0.07,1211000000
090430,아모레퍼시픽,147100,0.75,9024000000
0126Z0,삼성에피스홀딩스,330000,-0.15,1491000000
016360,삼성증권,86900,-0.69,2665000000
007660,이수페타시스,104200,-2.98,7849000000
047040,대우건설,18620,-0.75,15260000000
352820,하이브,175600,-0.06,5158000000
000880,한화,139500,-2.92,2310000000
161390,한국타이어앤테크놀로지,59500,-1.98,1992000000
021240,코웨이,103300,2.79,6001000000
000500,가온전선,245000,-0.2,9086000000
039490,키움증권,272000,-1.45,1606000000
064400,LG씨엔에스,71700,1.41,4031000000
009830,한화솔루션,28650,-0.17,11497000000
267270,HD건설기계,133800,-4.29,4323000000
377300,카카오페이,46800,-0.21,2348000000
128940,한미약품,492500,3.9,14520000000
032640,LG유플러스,14850,-1.26,1269000000
326030,SK바이오팜,78100,-1.26,949000000
175330,JB금융지주,32200,-0.16,1784000000
000100,유한양행,80300,1.52,3160000000
062040,산일전기,190400,-3.84,12675000000
241560,두산밥캣,60600,-1.62,820000000
001440,대한전선,28000,-1.06,6136000000
052690,한전기술,136600,-1.16,20381000000
088350,한화생명,5970,-0.83,6497000000
000990,DB하이텍,118600,6.56,33320000000
138930,BNK금융지주,15900,-0.69,1492000000
353200,대덕전자,97500,0.52,10093000000
004020,현대제철,35300,6.97,9762000000
088980,맥쿼리인프라,9820,0.2,799000000
051900,LG생활건강,309500,3.51,7400000000
066970,엘앤에프,113800,-0.26,8266000000
454910,두산로보틱스,71100,2.45,4565000000
271560,오리온,115400,0.09,4123000000
034220,LG디스플레이,8740,-1.24,8910000000
036570,NC,202500,-1.94,1726000000
011790,SKC,86900,-0.23,1478000000
001450,현대해상,49950,-2.44,4299000000
002380,KCC,477500,0.84,3069000000
082740,한화엔진,48450,-4.25,7185000000
001040,CJ,131600,-1.72,1185000000
010060,OCI홀딩스,203500,-1.21,3366000000
018880,한온시스템,3490,0.43,1220000000
008930,한미사이언스,51400,3.42,2590000000
004170,신세계,370500,-1.46,2346000000
161890,한국콜마,144700,-0.96,8284000000
023530,롯데쇼핑,119300,-0.08,2998000000
375500,DL이앤씨,85200,-0.58,6017000000
022100,포스코DX,21600,0.23,697000000
336260,두산퓨얼셀,50000,4.6,9825000000
103590,일진전기,68900,-1.15,2567000000
012750,에스원,84100,-1.75,375000000
006360,GS건설,37150,1.36,6613000000
028670,팬오션,5920,-1.99,1943000000
192820,코스맥스,278000,0.72,4651000000
011780,금호석유화학,123500,-1.12,544000000
139130,iM금융지주,18430,-1.71,479000000
011170,롯데케미칼,64800,-0.92,1254000000
097950,CJ제일제당,179700,-0.72,726000000
009420,한올바이오파마,50000,1.42,1538000000
004800,효성,155600,-1.08,207000000
004370,농심,410500,-1.56,669000000
450080,에코프로머티,35050,1.01,1224000000
282330,BGF리테일,142400,-2.4,953000000
426030,TIME 미국나스닥100액티브,44070,-0.28,5182000000
204320,HL만도,49350,1.75,2474000000
489790,한화비전,44750,0.11,954000000
112610,씨에스윈드,52200,-0.76,6308000000
014680,한솔케미칼,199800,0.91,882000000
069960,현대백화점,99400,0.2,1516000000
103140,풍산,76500,-2.42,1475000000
051600,한전KPS,47100,-0.63,687000000
483650,달바글로벌,164500,-1.85,3186000000
139480,이마트,74400,-0.8,742000000
073240,금호타이어,7110,0.0,1467000000
020150,롯데에너지머티리얼즈,39000,1.83,1720000000
456600,TIME 글로벌AI인공지능액티브,55710,0.71,1390000000
457190,이수스페셜티케미컬,63600,0.95,960000000
181710,NHN,56200,-1.23,721000000
475150,SK이터닉스,50700,1.0,5299000000
071970,HD현대마린엔진,50550,-3.71,1653000000
