code,name,종가,등락률,거래대금,거래량
005930,삼성전자,252750,1.71,1845449000000,7354968
000660,SK하이닉스,1741000,3.02,3107855000000,1805680
402340,SK스퀘어,1009000,0.9,215565000000,215283
009150,삼성전기,1367000,3.8,376935000000,280538
373220,LG에너지솔루션,366500,0.27,80679000000,218080
005380,현대차,362000,-1.36,122761000000,339739
207940,삼성바이오로직스,1399000,-0.92,29161000000,20785
105560,KB금융,175900,0.06,128928000000,733973
028260,삼성물산,352000,1.44,59273000000,169400
032830,삼성생명,284500,-0.35,43920000000,154370
012450,한화에어로스페이스,1051000,-1.13,66105000000,62622
034020,두산에너빌리티,84000,-2.55,129448000000,1531928
055550,신한지주,112000,-0.18,59562000000,533269
000270,기아,120900,-0.74,35399000000,292155
329180,HD현대중공업,441500,-2.65,45775000000,102298
006400,삼성SDI,539000,-1.46,128217000000,234752
068270,셀트리온,177200,-0.17,26790000000,150786
034730,SK,546000,-0.73,34641000000,63457
086790,하나금융지주,136900,-0.51,50210000000,367309
012330,현대모비스,382500,-3.04,80442000000,209515
066570,LG전자,199300,-1.34,53535000000,269356
035420,NAVER,201500,-2.18,54596000000,270129
010120,LS ELECTRIC,198100,1.75,52294000000,265141
000810,삼성화재,659000,-0.3,22519000000,34135
316140,우리금융지주,35950,-1.1,38636000000,1073235
298040,효성중공업,2800000,4.13,75926000000,27371
005490,POSCO홀딩스,326000,-1.81,32809000000,99876
267260,HD현대일렉트릭,707000,1.0,43849000000,61892
042660,한화오션,81300,-1.33,26064000000,318340
010130,고려아연,1133000,-0.44,6304000000,5575
009540,HD한국조선해양,332000,-2.06,29916000000,89170
096770,SK이노베이션,136700,-3.53,48175000000,345510
000150,두산,1363000,5.74,74416000000,55466
042700,한미반도체,221500,-0.45,70197000000,320353
015760,한국전력,31000,-1.12,21507000000,692045
011200,HMM,20400,-1.21,9678000000,472400
051910,LG화학,271000,-0.18,31858000000,116220
017670,SK텔레콤,88000,0.0,39692000000,453668
033780,KT&G,171700,0.53,12885000000,75319
010140,삼성중공업,20225,-2.29,27485000000,1345392
006800,미래에셋증권,31850,-0.62,14713000000,463528
267250,HD현대,217000,-3.56,18081000000,81921
003550,LG,112200,-1.84,18838000000,167137
018260,삼성에스디에스,216500,-1.81,15534000000,71690
003670,포스코퓨처엠,186400,-1.53,38775000000,204840
010950,S-Oil,144800,-2.62,25283000000,172000
024110,기업은행,20200,-0.74,7670000000,377925
086280,현대글로비스,201500,-1.47,19778000000,97846
035720,카카오,33700,-2.32,31694000000,936136
079550,LIG디펜스앤에어로스페이스,664000,-1.04,13606000000,20375
000720,현대건설,124500,-2.81,36452000000,291928
030200,KT,52900,-0.19,4128000000,77959
278470,에이피알,355500,-1.66,67057000000,190701
272210,한화시스템,69100,-0.86,11719000000,169238
064350,현대로템,118600,-2.31,17306000000,144150
047810,한국항공우주,126100,-2.25,16579000000,130699
005830,DB손해보험,186900,-0.95,16489000000,87160
011070,LG이노텍,511000,0.99,30275000000,59448
003490,대한항공,28950,-1.36,27743000000,962343
443060,HD현대마린솔루션,237000,2.16,12501000000,53416
071050,한국금융지주,187300,-2.04,16703000000,89264
078930,GS,111900,-2.78,31004000000,276467
