code,name,종가,등락률,거래대금
005930,삼성전자,252750,1.71,1517699000000
000660,SK하이닉스,1730500,2.4,2474963000000
402340,SK스퀘어,1005000,0.5,180541000000
009150,삼성전기,1345000,2.13,257708000000
373220,LG에너지솔루션,371000,1.5,68599000000
005380,현대차,362000,-1.36,101700000000
207940,삼성바이오로직스,1400000,-0.85,24373000000
105560,KB금융,176400,0.34,114472000000
028260,삼성물산,352500,1.59,51318000000
032830,삼성생명,284000,-0.53,36638000000
012450,한화에어로스페이스,1055000,-0.75,58834000000
034020,두산에너빌리티,84100,-2.44,114833000000
055550,신한지주,111900,-0.27,47751000000
000270,기아,121400,-0.33,29679000000
329180,HD현대중공업,443500,-2.21,36372000000
006400,삼성SDI,547000,0.0,105159000000
068270,셀트리온,178000,0.28,22096000000
034730,SK,550000,0.0,29600000000
086790,하나금융지주,137100,-0.36,41970000000
012330,현대모비스,383500,-2.79,65334000000
066570,LG전자,200000,-0.99,49187000000
035420,NAVER,201500,-2.18,44718000000
010120,LS ELECTRIC,198400,1.9,46176000000
000810,삼성화재,660000,-0.15,18961000000
316140,우리금융지주,35950,-1.1,32930000000
298040,효성중공업,2832000,5.32,63933000000
005490,POSCO홀딩스,326500,-1.66,27753000000
267260,HD현대일렉트릭,712000,1.71,37566000000
042660,한화오션,81600,-0.97,19701000000
009540,HD한국조선해양,334000,-1.47,21539000000
010130,고려아연,1133000,-0.44,4820000000
096770,SK이노베이션,137900,-2.68,42118000000
000150,두산,1367000,6.05,57760000000
042700,한미반도체,221500,-0.45,58426000000
015760,한국전력,31050,-0.96,18825000000
011200,HMM,20475,-0.85,7651000000
051910,LG화학,272500,0.37,26673000000
017670,SK텔레콤,88100,0.11,34833000000
010140,삼성중공업,20300,-1.93,21717000000
033780,KT&G,172000,0.7,10116000000
267250,HD현대,219500,-2.44,15225000000
006800,미래에셋증권,31750,-0.94,12472000000
003550,LG,112600,-1.49,16383000000
018260,삼성에스디에스,217000,-1.59,13067000000
003670,포스코퓨처엠,187800,-0.79,35317000000
010950,S-Oil,145600,-2.08,19093000000
024110,기업은행,20250,-0.49,6212000000
086280,현대글로비스,201000,-1.71,15325000000
035720,카카오,33800,-2.03,26336000000
079550,LIG디펜스앤에어로스페이스,668000,-0.45,11099000000
000720,현대건설,125200,-2.26,30744000000
030200,KT,53100,0.19,3373000000
278470,에이피알,356500,-1.38,56853000000
272210,한화시스템,69200,-0.72,9905000000
064350,현대로템,119500,-1.57,13039000000
047810,한국항공우주,126500,-1.94,13550000000
005830,DB손해보험,187800,-0.48,13435000000
011070,LG이노텍,509000,0.59,24285000000
003490,대한항공,28950,-1.36,23987000000
