code,name,종가,등락률,거래대금
005930,삼성전자,250750,0.91,1148756000000
000660,SK하이닉스,1719000,1.72,1984548000000
402340,SK스퀘어,997000,-0.3,143793000000
009150,삼성전기,1336000,1.44,216912000000
373220,LG에너지솔루션,367500,0.55,59353000000
005380,현대차,360500,-1.77,87339000000
207940,삼성바이오로직스,1402000,-0.71,20677000000
105560,KB금융,176500,0.4,101293000000
028260,삼성물산,351500,1.3,43685000000
032830,삼성생명,284000,-0.53,29608000000
012450,한화에어로스페이스,1057000,-0.56,50309000000
034020,두산에너빌리티,83600,-3.02,90612000000
055550,신한지주,111900,-0.27,39940000000
000270,기아,120800,-0.82,23486000000
329180,HD현대중공업,448500,-1.1,26143000000
006400,삼성SDI,547000,0.0,96848000000
068270,셀트리온,178000,0.28,18760000000
034730,SK,544000,-1.09,23741000000
086790,하나금융지주,137150,-0.33,33971000000
012330,현대모비스,382000,-3.17,54618000000
066570,LG전자,198600,-1.68,41585000000
035420,NAVER,202000,-1.94,39058000000
010120,LS ELECTRIC,196600,0.98,39953000000
000810,삼성화재,660000,-0.15,14706000000
316140,우리금융지주,35900,-1.24,27357000000
298040,효성중공업,2773000,3.12,43996000000
005490,POSCO홀딩스,326000,-1.81,23948000000
267260,HD현대일렉트릭,706000,0.86,30396000000
042660,한화오션,81500,-1.09,16473000000
009540,HD한국조선해양,337500,-0.44,15445000000
010130,고려아연,1128000,-0.88,3728000000
096770,SK이노베이션,138100,-2.54,37303000000
000150,두산,1343000,4.19,42861000000
042700,한미반도체,218500,-1.8,49153000000
015760,한국전력,31000,-1.12,15761000000
011200,HMM,20500,-0.73,6608000000
051910,LG화학,272000,0.18,23256000000
017670,SK텔레콤,88200,0.23,30846000000
010140,삼성중공업,20400,-1.45,15746000000
033780,KT&G,171700,0.53,7156000000
267250,HD현대,221000,-1.78,12539000000
006800,미래에셋증권,31500,-1.72,10526000000
003550,LG,112300,-1.75,13653000000
018260,삼성에스디에스,215500,-2.27,11030000000
010950,S-Oil,147500,-0.81,15261000000
003670,포스코퓨처엠,186500,-1.48,32322000000
024110,기업은행,20300,-0.25,4499000000
086280,현대글로비스,203000,-0.73,12589000000
035720,카카오,33800,-2.03,22686000000
079550,LIG디펜스앤에어로스페이스,669000,-0.3,9796000000
000720,현대건설,123800,-3.36,25704000000
030200,KT,53200,0.38,2730000000
278470,에이피알,355500,-1.66,48208000000
064350,현대로템,119700,-1.4,9618000000
272210,한화시스템,69200,-0.72,8427000000
005830,DB손해보험,189100,0.21,11172000000
047810,한국항공우주,126600,-1.86,11326000000
011070,LG이노텍,507000,0.2,20845000000
003490,대한항공,28950,-1.36,21442000000
078930,GS,112100,-2.61,19661000000
071050,한국금융지주,186200,-2.62,9839000000
443060,HD현대마린솔루션,231000,-0.43,6548000000
323410,카카오뱅크,20950,-0.95,5657000000
047050,포스코인터내셔널,56300,2.55,24010000000
028050,삼성E&A,50300,-0.98,25487000000
307950,현대오토에버,360000,-2.7,6099000000
003230,삼양식품,1272000,-0.39,18672000000
006260,LS,302500,-0.33,10265000000
005940,NH투자증권,25600,-0.97,2405000000
259960,크래프톤,205000,-2.61,3330000000
180640,한진칼,139200,0.8,2231000000
090430,아모레퍼시픽,145100,0.76,8713000000
0126Z0,삼성에피스홀딩스,326500,-1.95,3089000000
007660,이수페타시스,105200,0.57,7621000000
021240,코웨이,107700,6.11,11131000000
016360,삼성증권,85200,-1.96,7107000000
047040,대우건설,18430,-3.66,37817000000
000880,한화,138600,1.09,5425000000
352820,하이브,170300,-1.62,8465000000
000500,가온전선,245000,2.08,42440000000
161390,한국타이어앤테크놀로지,57600,-1.71,5402000000
039490,키움증권,267500,-0.37,4053000000
064400,LG씨엔에스,69900,-1.55,13876000000
009830,한화솔루션,28550,0.0,11919000000
128940,한미약품,502000,1.11,35455000000
267270,HD건설기계,133400,-0.82,6629000000
032640,LG유플러스,14650,-1.35,4349000000
175330,JB금융지주,32650,1.4,4502000000
326030,SK바이오팜,77800,-0.38,2463000000
062040,산일전기,192900,2.88,25004000000
241560,두산밥캣,59800,-0.33,1782000000
000100,유한양행,77700,-2.02,5303000000
377300,카카오페이,40800,-10.82,21516000000
001440,대한전선,27800,-0.36,14562000000
052690,한전기술,136700,-4.94,56883000000
029780,삼성카드,44700,-1.22,1479000000
000990,DB하이텍,119000,1.97,49595000000
088350,한화생명,5870,-1.68,4474000000
138930,BNK금융지주,16110,0.44,3213000000
353200,대덕전자,97000,0.31,15958000000
004020,현대제철,34850,-0.85,11816000000
051900,LG생활건강,301000,-0.33,4913000000
066970,엘앤에프,110600,-3.57,22901000000
271560,오리온,111800,-3.62,12207000000
454910,두산로보틱스,68000,-2.16,7012000000
036570,NC,201000,-1.47,5682000000
011790,SKC,86000,-1.49,2853000000
034220,LG디스플레이,8460,-1.74,9263000000
001450,현대해상,48700,-1.02,3634000000
002380,KCC,465500,-0.96,2506000000
082740,한화엔진,47650,-0.31,8829000000
001040,CJ,130300,-0.91,2781000000
010060,OCI홀딩스,201500,-0.98,10244000000
161890,한국콜마,148700,2.91,17068000000
004170,신세계,365500,-0.68,11360000000
375500,DL이앤씨,89100,-0.34,24450000000
018880,한온시스템,3350,-0.59,3140000000
008930,한미사이언스,50300,-2.52,3290000000
023530,롯데쇼핑,120400,4.42,10082000000
336260,두산퓨얼셀,51600,0.0,21176000000
103590,일진전기,69600,1.75,12948000000
036460,한국가스공사,35600,-3.52,1921000000
022100,포스코DX,21150,-2.31,1867000000
192820,코스맥스,280500,2.75,10631000000
006360,GS건설,36700,-2.91,17210000000
028670,팬오션,5810,2.29,4373000000
011780,금호석유화학,122700,0.08,3221000000
251270,넷마블,34350,-2.28,1807000000
011170,롯데케미칼,66400,3.11,9528000000
097950,CJ제일제당,178100,-0.06,3153000000
450080,에코프로머티,35050,-2.64,3363000000
009420,한올바이오파마,47250,-2.78,4325000000
282330,BGF리테일,141600,-0.14,1690000000
004370,농심,401000,-1.84,3245000000
005440,현대지에프홀딩스,13120,-3.24,1642000000
426030,TIME 미국나스닥100액티브,44045,-0.17,11724000000
204320,HL만도,48450,-0.31,4334000000
014680,한솔케미칼,209000,2.96,4412000000
112610,씨에스윈드,52500,-0.94,4643000000
103140,풍산,76500,0.53,2015000000
069960,현대백화점,99500,1.32,4835000000
051600,한전KPS,46550,-2.21,2493000000
139480,이마트,74000,-0.27,2775000000
020150,롯데에너지머티리얼즈,39050,-2.62,2410000000
030000,제일기획,17710,-5.75,11735000000
073240,금호타이어,7040,-0.56,2278000000
456600,TIME 글로벌AI인공지능액티브,55670,-0.04,2343000000
483650,달바글로벌,159300,-2.33,11402000000
457190,이수스페셜티케미컬,63900,-1.69,2033000000
294400,KIWOOM 200TR,138195,0.83,5667000000
181710,NHN,53400,-3.61,5000000000
229640,LS에코에너지,56900,14.14,35783000000
089860,롯데렌탈,47700,-1.45,2220000000
475150,SK이터닉스,48900,-2.0,19185000000
071970,HD현대마린엔진,48800,-1.91,4303000000
120110,코오롱인더,54100,0.74,1612000000
001120,LX인터내셔널,41450,4.15,3545000000
294870,IPARK현대산업개발,24300,-0.82,1739000000
008770,호텔신라,40600,-0.49,3158000000
093370,후성,14410,-2.5,51355000000
001430,세아베스틸지주,42300,-2.2,2677000000
001820,삼화콘덴서,141800,-0.49,56565000000
005070,코스모신소재,41300,0.12,3804000000
281820,케이씨텍,68100,-1.16,4077000000
322000,HD현대에너지솔루션,119900,-2.84,11262000000
361610,SK아이이테크놀로지,15960,-3.56,2237000000
007810,코리아써키트,49400,-0.2,2985000000
000210,DL,54700,2.24,2129000000
006340,대원전선,12800,0.63,11922000000
003530,한화투자증권,4545,-4.21,4568000000
195870,해성디에스,55200,14.52,18589000000
006110,삼아알미늄,58400,-1.02,2362000000
000670,영풍,47000,-6.93,4168000000
003160,디아이,30550,2.86,3284000000
100840,SNT에너지,38050,3.96,5964000000
069660,KIWOOM 200,105290,0.93,5175000000
003850,보령,8760,1.98,1236000000
100090,SK오션플랜트,12010,-1.15,2089000000
006650,대한유화,104400,4.3,3405000000
005690,파미셀,10820,-0.37,1793000000
090460,비에이치,18700,-4.88,9569000000
017900,광전자,10630,-0.28,106003000000
0220W0,한화머시너리앤서비스홀딩스,6740,-4.67,6603000000
001510,SK증권,2325,-1.06,1552000000
452260,한화갤러리아,2585,5.3,3826000000
002990,금호건설,13270,-0.23,10658000000
019170,신풍제약,9160,-8.12,3218000000
249420,일동제약,14470,-2.89,1444000000
192650,드림텍,6840,0.74,7166000000
0163Y0,KoAct 코스닥액티브,8845,-0.62,2363000000
003280,흥아해운,1820,1.0,5424000000
317400,자이에스앤디,10620,-4.67,5721000000
130660,한전산업,12630,-2.85,1626000000
092790,넥스틸,13950,-0.5,2644000000
003350,한국화장품제조,14990,1.22,6655000000
004310,현대약품,10280,1.58,95010000000
462900,KoAct 바이오헬스케어액티브,12590,-2.4,4307000000
0182R0,1Q K반도체TOP2+,10095,1.25,10260000000
217590,티엠씨,13090,1.0,57876000000
010580,에스엠벡셀,2690,-3.58,1467000000
105840,우진,13970,-5.22,4816000000
0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,11535,0.96,2535000000
053690,한미글로벌,23000,-0.22,1879000000
005680,삼영전자,12350,0.82,1177000000
028100,동아지질,19500,4.33,2517000000
494220,UNICORN SK하이닉스밸류체인액티브,46185,0.87,1379000000
004090,한국석유,11890,-3.41,2190000000
001210,금호전기,10860,0.56,29585000000
092220,KEC,2935,6.73,5122000000
006660,삼성공조,12640,0.72,1452000000
0198A0,KIWOOM 코스닥150커버드콜액티브,8320,-1.83,4740000000
196170,알테오젠,251000,-3.46,43348000000
086520,에코프로,81700,-3.2,17912000000
247540,에코프로비엠,103300,-3.46,11890000000
036930,주성엔지니어링,194600,0.93,89951000000
277810,레인보우로보틱스,424500,-2.08,10353000000
039030,이오테크닉스,456500,2.24,15891000000
240810,원익IPS,108800,0.37,17640000000
058470,리노공업,64600,0.47,9947000000
222800,심텍,125300,-0.16,17292000000
108490,로보티즈,312000,-3.85,51237000000
403870,HPSP,52300,0.77,19897000000
028300,HLB,31550,-2.77,7279000000
095340,ISC,185600,2.2,5630000000
000250,삼천당제약,154200,-2.1,3203000000
031980,피에스케이홀딩스,162300,-2.76,14921000000
319660,피에스케이,119600,1.1,6997000000
214450,파마리서치,329000,-2.37,18456000000
087010,펩트론,143700,-4.71,7546000000
298380,에이비엘바이오,54900,-7.42,25293000000
141080,리가켐바이오,80600,-3.7,9347000000
084370,유진테크,129400,0.39,5186000000
064760,티씨케이,259000,-0.19,5004000000
440110,파두,57600,-6.34,12091000000
257720,실리콘투,43750,0.23,13793000000
145020,휴젤,228500,-2.97,1948000000
131290,티에스이,238500,-1.24,8142000000
310210,보로노이,139800,-1.2,6704000000
357780,솔브레인,327000,0.62,1727000000
010170,대한광통신,16170,14.36,443015000000
095610,테스,128900,-0.62,6755000000
226950,올릭스,105900,-2.22,11670000000
080220,제주반도체,69200,0.58,15412000000
319400,현대무벡스,21050,-1.86,3622000000
178320,서진시스템,35750,0.42,11451000000
067310,하나마이크론,33750,0.6,7404000000
032820,우리기술,12870,-2.57,24140000000
263750,펄어비스,34750,-2.66,3546000000
140410,메지온,71300,-2.46,1761000000
058610,에스피지,97200,-5.45,23042000000
214150,클래시스,31950,1.11,1908000000
347850,디앤디파마텍,45200,-3.11,7539000000
005290,동진쎄미켐,39500,-0.5,2085000000
041510,에스엠,86600,-1.03,5212000000
083650,비에이치아이,62500,-4.14,12456000000
030530,원익홀딩스,24800,-1.0,44369000000
237690,에스티팜,88400,-1.23,1935000000
098460,고영,26800,-2.55,5626000000
060370,LS마린솔루션,32500,0.15,2600000000
089030,테크윙,44750,1.47,8625000000
437730,삼현,49250,-6.55,23535000000
096530,씨젠,32200,-0.16,1911000000
036540,SFA반도체,8830,2.67,46291000000
241710,코스메카코리아,134500,6.24,6449000000
131970,두산테스나,73900,-0.67,7529000000
218410,RFHIC,51900,5.17,39174000000
043260,성호전자,18350,9.16,67758000000
323280,태성,44250,-0.34,3106000000
078600,대주전자재료,85800,-0.92,3278000000
950160,코오롱티슈진,15840,-1.55,3970000000
183300,코미코,26100,0.58,2345000000
089970,브이엠,49050,0.31,6636000000
082920,비츠로셀,27600,3.37,2987000000
420770,기가비스,97900,-0.81,2525000000
204270,제이앤티씨,20800,-2.35,6118000000
347700,스피어,20150,0.75,7090000000
252990,샘씨엔에스,16790,2.94,4337000000
166090,하나머티리얼즈,51000,-2.86,2026000000
056190,SFA,27350,-5.03,2834000000
232140,와이씨,11520,-1.37,4592000000
086450,동국제약,20750,2.22,3785000000
356860,티엘비,37050,-0.54,5948000000
100790,미래에셋벤처투자,16190,1.06,1931000000
014620,성광벤드,32200,-4.17,2285000000
035760,CJ ENM,38550,1.45,1776000000
122870,와이지엔터테인먼트,44450,-0.34,2296000000
327260,RF머트리얼즈,45950,1.55,23274000000
417200,LS머트리얼즈,12280,0.66,41702000000
445680,큐리옥스바이오시스템즈,46500,-5.3,3854000000
119850,지엔씨에너지,48300,-0.31,8989000000
032500,케이엠더블유,17890,11.33,9331000000
090360,로보스타,76700,-3.16,3141000000
044490,태웅,37250,-2.87,2823000000
006730,서부T&D,11580,3.3,3373000000
950260,인제니아테라퓨틱스(Reg.S),14900,-1.65,2687000000
090710,휴림로봇,6070,-1.14,2180000000
161580,필옵틱스,30800,-0.65,1649000000
251970,펌텍코리아,58000,0.52,2435000000
476830,알지노믹스,25650,-3.93,2592000000
160190,하이젠알앤엠,23300,-6.8,7437000000
053800,안랩,64100,0.79,2248000000
491000,리브스메드,28150,-7.86,6246000000
466100,클로봇,22650,-1.74,2687000000
023160,태광,25800,-5.49,2636000000
124500,아이티센글로벌,28500,-6.56,5736000000
295310,에이치브이엠,53000,1.15,2978000000
048410,현대바이오,6720,4.67,6163000000
059090,미코,19440,-1.42,1399000000
033790,피노,7650,1.06,3952000000
122640,예스티,28500,0.53,2042000000
064290,인텍플러스,47700,4.03,5666000000
358570,지아이이노베이션,8840,-3.39,1497000000
050890,쏠리드,9215,5.31,39825000000
456160,지투지바이오,33450,-3.04,3074000000
033640,네패스,23800,-0.42,3624000000
126340,비나텍,73200,12.27,26428000000
060250,NHN KCP,13030,-7.52,6483000000
069540,빛과전자,4520,9.71,285289000000
253590,네오셈,11590,1.49,2014000000
025980,아난티,5120,-0.97,1608000000
