code,name,종가,등락률,거래대금
005930,삼성전자,250250,0.7,1083116000000
000660,SK하이닉스,1716500,1.57,1863529000000
402340,SK스퀘어,996000,-0.4,135337000000
009150,삼성전기,1345500,2.16,201219000000
373220,LG에너지솔루션,368000,0.68,56846000000
005380,현대차,360000,-1.91,84205000000
207940,삼성바이오로직스,1404000,-0.57,19659000000
105560,KB금융,176400,0.34,96445000000
028260,삼성물산,351500,1.3,41474000000
032830,삼성생명,283500,-0.7,27781000000
012450,한화에어로스페이스,1056000,-0.66,47634000000
034020,두산에너빌리티,84100,-2.44,76605000000
055550,신한지주,111950,-0.22,37762000000
000270,기아,120800,-0.82,21164000000
329180,HD현대중공업,448500,-1.1,25029000000
006400,삼성SDI,546000,-0.18,93706000000
068270,셀트리온,177500,0.0,17521000000
034730,SK,543000,-1.27,22600000000
086790,하나금융지주,136950,-0.47,31956000000
012330,현대모비스,382500,-3.04,52140000000
066570,LG전자,198600,-1.68,39309000000
035420,NAVER,201500,-2.18,36951000000
000810,삼성화재,661000,0.0,13453000000
010120,LS ELECTRIC,196300,0.82,38195000000
316140,우리금융지주,35850,-1.38,25225000000
005490,POSCO홀딩스,326500,-1.66,22526000000
298040,효성중공업,2759000,2.6,40767000000
267260,HD현대일렉트릭,706000,0.86,29344000000
042660,한화오션,81700,-0.85,15528000000
009540,HD한국조선해양,338250,-0.22,14407000000
010130,고려아연,1125000,-1.14,3407000000
096770,SK이노베이션,138100,-2.54,35766000000
000150,두산,1345000,4.34,40191000000
042700,한미반도체,219000,-1.57,47258000000
015760,한국전력,30950,-1.28,14655000000
011200,HMM,20500,-0.73,6156000000
051910,LG화학,272000,0.18,22451000000
017670,SK텔레콤,87700,-0.34,29390000000
010140,삼성중공업,20450,-1.21,14943000000
033780,KT&G,171200,0.23,6323000000
267250,HD현대,221500,-1.56,11748000000
006800,미래에셋증권,31600,-1.4,9877000000
003550,LG,112300,-1.75,12796000000
018260,삼성에스디에스,215500,-2.27,10364000000
003670,포스코퓨처엠,186800,-1.32,31283000000
010950,S-Oil,147600,-0.74,14518000000
024110,기업은행,20300,-0.25,4068000000
086280,현대글로비스,203500,-0.49,11953000000
035720,카카오,33800,-2.03,21430000000
079550,LIG디펜스앤에어로스페이스,669000,-0.3,9435000000
000720,현대건설,123700,-3.43,24436000000
030200,KT,52900,-0.19,2220000000
278470,에이피알,352000,-2.63,44569000000
