code,name,종가,등락률,거래대금
005930,삼성전자,252000,-2.89,2364337000000
000660,SK하이닉스,1720000,-5.08,3974677000000
402340,SK스퀘어,1023000,-6.06,271281000000
009150,삼성전기,1339000,-4.36,351117000000
373220,LG에너지솔루션,354500,-1.53,30665000000
005380,현대차,372000,-2.75,95973000000
207940,삼성바이오로직스,1426000,0.78,25137000000
105560,KB금융,178750,0.48,91007000000
032830,삼성생명,298500,-2.93,86086000000
012450,한화에어로스페이스,1131000,4.63,102073000000
028260,삼성물산,357000,-2.72,49812000000
034020,두산에너빌리티,88200,-2.86,148532000000
055550,신한지주,114400,1.33,49661000000
329180,HD현대중공업,480500,0.31,72048000000
000270,기아,124500,-1.66,36930000000
006400,삼성SDI,541000,-0.73,79225000000
068270,셀트리온,179700,0.84,33266000000
034730,SK,572000,-2.22,26271000000
086790,하나금융지주,140900,2.25,57347000000
012330,현대모비스,399500,-3.85,47439000000
066570,LG전자,199900,0.2,62763000000
035420,NAVER,206500,0.0,35973000000
010120,LS ELECTRIC,203000,-0.73,32886000000
000810,삼성화재,669000,-2.48,22600000000
267260,HD현대일렉트릭,746000,-0.13,19267000000
316140,우리금융지주,36150,2.99,84066000000
298040,효성중공업,2835000,-0.67,33116000000
042660,한화오션,85900,0.35,23323000000
009540,HD한국조선해양,364000,-0.41,18312000000
005490,POSCO홀딩스,324500,-2.84,36453000000
010130,고려아연,1164000,-1.27,8407000000
096770,SK이노베이션,137900,-4.77,64089000000
042700,한미반도체,228500,-1.08,56361000000
015760,한국전력,32100,-3.02,27491000000
000150,두산,1270000,-6.34,42218000000
011200,HMM,21200,1.68,10051000000
267250,HD현대,248000,0.2,13038000000
017670,SK텔레콤,90500,-0.44,33373000000
010140,삼성중공업,21900,2.34,36205000000
051910,LG화학,267500,-2.01,12301000000
006800,미래에셋증권,33200,-0.75,13407000000
033780,KT&G,173000,0.7,12828000000
003550,LG,114500,1.78,11798000000
018260,삼성에스디에스,221000,-0.67,19286000000
024110,기업은행,20900,0.24,10077000000
010950,S-Oil,148000,-1.33,24777000000
003670,포스코퓨처엠,182400,-1.57,18671000000
