code,name,종가,등락률,거래대금,거래량
005930,삼성전자,273750,4.89,3555906000000,13136853
000660,SK하이닉스,1872000,0.81,2849662000000,1523788
402340,SK스퀘어,1126000,4.36,321544000000,288842
009150,삼성전기,1416000,2.02,437675000000,308972
373220,LG에너지솔루션,354000,-2.75,71957000000,203277
005380,현대차,360500,-1.23,76364000000,211587
207940,삼성바이오로직스,1398000,0.0,14180000000,10120
105560,KB금융,178200,1.89,67110000000,379283
028260,삼성물산,368000,4.84,57451000000,157808
032830,삼성생명,291750,2.91,54330000000,187181
012450,한화에어로스페이스,1071000,-0.65,67311000000,61908
034020,두산에너빌리티,85400,0.59,85349000000,995714
055550,신한지주,113600,3.18,52330000000,465239
329180,HD현대중공업,451000,-1.96,31312000000,69153
000270,기아,119900,-1.64,42242000000,351901
006400,삼성SDI,533000,-1.48,84076000000,157440
068270,셀트리온,181600,1.23,21499000000,118999
034730,SK,574000,5.32,31421000000,55164
086790,하나금융지주,135700,1.95,32761000000,242826
012330,현대모비스,373000,-1.58,41403000000,110712
066570,LG전자,200500,1.06,44396000000,222383
010120,LS ELECTRIC,208000,-1.65,36333000000,174708
035420,NAVER,197800,0.05,57986000000,293896
000810,삼성화재,651000,0.46,12715000000,19526
298040,효성중공업,2909000,-0.21,44976000000,15372
316140,우리금융지주,36500,1.11,22345000000,614642
267260,HD현대일렉트릭,716000,-1.24,19611000000,27242
005490,POSCO홀딩스,319500,-1.08,27552000000,85875
042660,한화오션,82000,-1.09,21996000000,267818
009540,HD한국조선해양,337000,-0.15,19791000000,58401
096770,SK이노베이션,140100,2.56,48481000000,346124
010130,고려아연,1124000,0.0,5472000000,4870
000150,두산,1429000,-1.24,71894000000,49918
042700,한미반도체,237500,0.64,44966000000,190480
015760,한국전력,30800,0.16,12051000000,390706
011200,HMM,21000,0.96,4550000000,217745
017670,SK텔레콤,87500,-1.91,29388000000,335125
051910,LG화학,261500,-2.06,19645000000,75057
010140,삼성중공업,20600,-0.96,20995000000,1019210
033780,KT&G,174200,1.28,14538000000,83826
018260,삼성에스디에스,224000,2.05,15686000000,70197
010950,S-Oil,153700,2.81,25189000000,165007
006800,미래에셋증권,31700,0.16,11013000000,348012
003550,LG,111400,-0.45,6788000000,61012
267250,HD현대,210500,1.2,15254000000,72593
079550,LIG디펜스앤에어로스페이스,741000,-0.4,75643000000,101001
024110,기업은행,20100,0.25,5202000000,258739
003670,포스코퓨처엠,178300,-3.05,22700000000,126892
086280,현대글로비스,201000,-1.23,15741000000,78694
035720,카카오,33375,-0.52,22094000000,666067
272210,한화시스템,78000,-2.5,93481000000,1192896
000720,현대건설,126500,1.36,29710000000,236334
278470,에이피알,367000,0.0,25003000000,68564
030200,KT,53400,0.75,6393000000,120315
064350,현대로템,120200,-1.88,16166000000,133886
047810,한국항공우주,130100,0.23,9989000000,76480
005830,DB손해보험,187800,0.48,8920000000,47438
011070,LG이노텍,519000,-2.44,43157000000,82757
003490,대한항공,28850,-1.54,15570000000,537374
078930,GS,113200,-0.61,9471000000,83577
443060,HD현대마린솔루션,233500,-5.08,7655000000,32578
071050,한국금융지주,183600,0.71,9520000000,51944
047050,포스코인터내셔널,57800,0.87,22616000000,391491
028050,삼성E&A,51600,-0.39,54155000000,1048081
006260,LS,319500,-1.84,18608000000,57929
307950,현대오토에버,361500,-2.17,7198000000,19852
323410,카카오뱅크,20325,-0.61,5355000000,263521
003230,삼양식품,1290000,-0.77,11824000000,9180
005940,NH투자증권,25900,1.37,5055000000,196773
000500,가온전선,311000,-4.89,77246000000,240895
180640,한진칼,138500,-0.22,2981000000,21503
259960,크래프톤,200500,-2.2,5089000000,25307
090430,아모레퍼시픽,146600,2.23,13976000000,96415
0126Z0,삼성에피스홀딩스,327000,0.0,3825000000,11682
007660,이수페타시스,108300,4.44,100734000000,924439
016360,삼성증권,87600,2.7,11999000000,138125
047040,대우건설,18470,-2.33,65304000000,3544270
161390,한국타이어앤테크놀로지,58900,-2.81,5313000000,89807
352820,하이브,164100,-1.08,11165000000,67909
021240,코웨이,99800,-1.29,6941000000,68707
000880,한화,130100,-1.81,6432000000,49422
039490,키움증권,263500,0.38,3757000000,14303
064400,LG씨엔에스,69600,-1.42,15266000000,218515
267270,HD건설기계,137600,-1.57,12064000000,87224
128940,한미약품,507000,0.8,9841000000,19429
062040,산일전기,203500,-3.78,20351000000,99397
009830,한화솔루션,27650,-2.64,28855000000,1042861
032640,LG유플러스,14470,2.99,10912000000,753914
326030,SK바이오팜,78000,0.39,3513000000,45048
001440,대한전선,29950,-4.77,72821000000,2394979
175330,JB금융지주,30800,-0.16,4386000000,142420
241560,두산밥캣,58500,-0.85,4069000000,69227
000100,유한양행,75900,0.0,5809000000,76756
000990,DB하이텍,127400,1.03,37876000000,299815
377300,카카오페이,40250,0.0,4337000000,107206
088350,한화생명,5810,-0.85,8477000000,1465696
029780,삼성카드,43450,-0.69,2303000000,53127
052690,한전기술,131300,-1.87,24798000000,187991
353200,대덕전자,101400,-1.74,31019000000,303167
138930,BNK금융지주,15680,0.51,4420000000,282386
088980,맥쿼리인프라,9810,0.2,2965000000,303043
004020,현대제철,35050,-2.64,9338000000,263948
454910,두산로보틱스,70000,1.16,8278000000,118779
051900,LG생활건강,301000,1.86,6968000000,23368
036570,NC,207500,-0.72,4700000000,22625
271560,오리온,111500,0.0,4048000000,36264
011790,SKC,88500,0.91,5666000000,64236
066970,엘앤에프,107400,-3.24,29409000000,275139
034220,LG디스플레이,8560,1.9,11095000000,1309067
082740,한화엔진,50200,-2.14,9609000000,190655
001450,현대해상,49150,0.72,6351000000,130640
002380,KCC,465500,-0.53,3886000000,8454
001040,CJ,128900,1.1,3478000000,27005
010060,OCI홀딩스,196400,-3.73,43474000000,222823
103590,일진전기,73100,-4.57,20731000000,280697
018880,한온시스템,3345,-2.9,6265000000,1872962
161890,한국콜마,144800,-0.28,13215000000,92276
004170,신세계,360000,-0.69,9296000000,25881
375500,DL이앤씨,85500,-1.61,12266000000,144802
006360,GS건설,36700,-0.41,28288000000,779120
336260,두산퓨얼셀,47850,-5.99,27709000000,575131
192820,코스맥스,275000,0.73,8830000000,32594
023530,롯데쇼핑,110000,-3.0,7702000000,69813
028670,팬오션,5780,0.52,3396000000,589354
251270,넷마블,34500,-0.43,2357000000,68543
007340,DN오토모티브,48000,-2.64,3425000000,71275
011170,롯데케미칼,64100,1.75,4749000000,74415
097950,CJ제일제당,176500,1.09,3244000000,18447
426030,TIME 미국나스닥100액티브,47910,1.85,19448000000,406386
009420,한올바이오파마,47400,-0.52,4032000000,85000
450080,에코프로머티,34500,-1.15,4005000000,116359
004370,농심,396500,1.28,5017000000,12684
005440,현대지에프홀딩스,13120,3.8,3685000000,278955
489790,한화비전,46650,-2.71,3989000000,85019
483650,달바글로벌,182300,1.11,18185000000,99338
204320,HL만도,47400,-1.66,7520000000,158594
103140,풍산,78700,-0.76,2635000000,33434
020150,롯데에너지머티리얼즈,41750,-1.3,8166000000,191929
069960,현대백화점,99400,1.22,3249000000,32672
456600,TIME 글로벌AI인공지능액티브,59830,1.73,7484000000,125289
112610,씨에스윈드,50400,-1.95,8405000000,167243
081660,미스토홀딩스,38600,1.71,1883000000,48764
139480,이마트,73300,-0.95,2648000000,36178
073240,금호타이어,6920,-1.28,4168000000,597191
457190,이수스페셜티케미컬,64400,-1.08,2228000000,34500
294400,KIWOOM 200TR,146780,2.18,3113000000,21289
229640,LS에코에너지,60000,-0.83,9449000000,159171
181710,NHN,56100,-1.06,3141000000,55366
089860,롯데렌탈,49150,0.51,2400000000,48104
071970,HD현대마린엔진,51100,-2.67,3053000000,59635
120110,코오롱인더,57300,0.88,3748000000,66115
475150,SK이터닉스,50200,-1.38,15530000000,308808
008770,호텔신라,40400,-0.98,2200000000,54499
001430,세아베스틸지주,43850,-2.66,3140000000,72015
001820,삼화콘덴서,144700,0.07,135895000000,917698
281820,케이씨텍,75600,3.99,8247000000,109797
093370,후성,13840,-5.72,25963000000,1852769
