code,name,종가,등락률,거래대금,거래량
005930,삼성전자,251500,-3.08,872888000000,3484224
000660,SK하이닉스,1718000,-5.19,1787649000000,1041498
402340,SK스퀘어,1023000,-6.06,140193000000,138072
009150,삼성전기,1348000,-3.71,156790000000,117506
373220,LG에너지솔루션,354500,-1.53,14883000000,42115
005380,현대차,369000,-3.53,50152000000,136246
207940,삼성바이오로직스,1402000,-0.92,8999000000,6459
105560,KB금융,177100,-0.45,47901000000,269844
032830,삼성생명,296000,-3.74,38801000000,131771
028260,삼성물산,356000,-3.0,23972000000,68254
034020,두산에너빌리티,88800,-2.2,78744000000,887514
012450,한화에어로스페이스,1098000,1.57,30630000000,28105
055550,신한지주,112900,0.0,22540000000,200556
329180,HD현대중공업,475500,-0.73,30679000000,64358
000270,기아,123000,-2.84,21066000000,171376
006400,삼성SDI,540000,-0.92,34343000000,63983
034730,SK,577000,-1.37,10612000000,18650
068270,셀트리온,175700,-1.4,12992000000,73976
086790,하나금융지주,138100,0.22,24113000000,176236
012330,현대모비스,397000,-4.45,22248000000,55898
066570,LG전자,195900,-1.8,25203000000,129378
035420,NAVER,202500,-1.94,13553000000,66869
010120,LS ELECTRIC,202500,-0.98,18738000000,93994
000810,삼성화재,667000,-2.77,10283000000,15438
267260,HD현대일렉트릭,735000,-1.61,8351000000,11484
316140,우리금융지주,35800,1.99,38804000000,1087799
298040,효성중공업,2815000,-1.37,17111000000,6183
042660,한화오션,85600,0.0,8850000000,104227
005490,POSCO홀딩스,323000,-3.29,16824000000,51916
009540,HD한국조선해양,361000,-1.23,7559000000,20982
010130,고려아연,1161000,-1.53,3332000000,2874
096770,SK이노베이션,139000,-4.01,33153000000,236749
042700,한미반도체,226500,-1.95,22193000000,98322
000150,두산,1277000,-5.83,19723000000,15438
015760,한국전력,32150,-2.87,12969000000,401765
011200,HMM,21000,0.72,4270000000,203011
267250,HD현대,246500,-0.4,5749000000,23242
017670,SK텔레콤,89600,-1.43,10716000000,120075
051910,LG화학,266500,-2.38,5733000000,21464
010140,삼성중공업,21225,-0.82,9005000000,426897
006800,미래에셋증권,33000,-1.35,5111000000,155656
033780,KT&G,171600,-0.12,4624000000,27058
003550,LG,112600,0.09,4465000000,39933
018260,삼성에스디에스,217000,-2.47,5378000000,24988
010950,S-Oil,148300,-1.13,11355000000,76827
024110,기업은행,20700,-0.72,4075000000,197378
003670,포스코퓨처엠,182000,-1.78,8261000000,45457
086280,현대글로비스,203000,-2.64,2768000000,13658
035720,카카오,34150,-1.01,8319000000,244104
079550,LIG디펜스앤에어로스페이스,679000,0.15,8914000000,13203
000720,현대건설,129800,-3.78,18104000000,138778
278470,에이피알,369500,-0.67,33458000000,89986
272210,한화시스템,71900,1.41,7571000000,105774
064350,현대로템,123300,-0.64,6126000000,49889
030200,KT,52800,0.19,2013000000,38354
047810,한국항공우주,130900,0.31,5761000000,44028
011070,LG이노텍,526000,-3.13,11451000000,21857
005830,DB손해보험,186400,-2.76,5478000000,29371
078930,GS,117900,-0.92,4869000000,41484
071050,한국금융지주,192700,-0.46,3276000000,17133
003490,대한항공,29150,0.69,13326000000,459988
443060,HD현대마린솔루션,235500,-4.66,6934000000,29081
307950,현대오토에버,373000,-4.36,3932000000,10538
323410,카카오뱅크,21400,0.23,2851000000,134059
047050,포스코인터내셔널,56400,-2.25,5655000000,99074
028050,삼성E&A,50400,-1.18,14585000000,292200
006260,LS,316500,-0.94,5013000000,16154
005940,NH투자증권,26250,-0.19,1811000000,69577
259960,크래프톤,211500,-0.47,2364000000,11245
003230,삼양식품,1281000,0.23,20187000000,15698
180640,한진칼,138100,-1.0,1831000000,13366
090430,아모레퍼시픽,144800,3.06,11344000000,78364
0126Z0,삼성에피스홀딩스,328500,-3.38,4865000000,14710
007660,이수페타시스,107900,-1.82,8341000000,77621
047040,대우건설,19065,-4.15,28491000000,1488701
016360,삼성증권,87100,-0.34,3519000000,40648
000880,한화,141700,3.2,4319000000,31124
000500,가온전선,251500,-0.98,9233000000,37377
161390,한국타이어앤테크놀로지,60300,-3.21,3074000000,50991
352820,하이브,170900,-1.21,4181000000,24487
039490,키움증권,276500,-0.54,2228000000,8084
021240,코웨이,98700,3.68,3463000000,35693
064400,LG씨엔에스,70500,-1.95,6499000000,92269
267270,HD건설기계,140200,-1.61,3774000000,27188
009830,한화솔루션,28750,-3.52,17825000000,617518
032640,LG유플러스,14840,-0.34,1120000000,75674
377300,카카오페이,46350,0.22,4182000000,90659
062040,산일전기,200500,0.96,10360000000,52607
326030,SK바이오팜,77600,-2.27,1628000000,21004
175330,JB금융지주,31900,0.47,5245000000,163202
241560,두산밥캣,61100,-0.81,1148000000,18870
128940,한미약품,454500,-2.05,4005000000,8780
000100,유한양행,78150,-1.57,2058000000,26311
001440,대한전선,28700,-2.71,9583000000,336450
052690,한전기술,144300,-5.07,34072000000,234454
029780,삼성카드,45200,-0.66,705000000,15607
088350,한화생명,5830,-2.67,4897000000,840883
138930,BNK금융지주,16000,0.44,10553000000,659692
353200,대덕전자,98200,-1.8,9234000000,94790
000990,DB하이텍,111300,5.2,25614000000,232297
066970,엘앤에프,116200,-3.17,11527000000,98562
088980,맥쿼리인프라,9800,0.1,1122000000,114955
271560,오리온,115300,-3.35,2877000000,24888
454910,두산로보틱스,69500,-2.8,4926000000,71052
036570,NC,205500,0.0,2652000000,12951
004020,현대제철,33200,-1.19,3124000000,94564
034220,LG디스플레이,8790,-1.24,3497000000,398623
051900,LG생활건강,294000,1.03,3642000000,12399
011790,SKC,86800,-3.12,2320000000,26709
001450,현대해상,49500,-3.51,3930000000,78789
082740,한화엔진,50200,-0.2,9311000000,186747
002380,KCC,470500,-3.09,2257000000,4825
010060,OCI홀딩스,209000,-4.35,7636000000,36480
001040,CJ,129300,0.78,1688000000,13150
018880,한온시스템,3450,-1.99,1772000000,516633
004170,신세계,371000,-2.62,7181000000,19400
036460,한국가스공사,36600,-1.08,633000000,17289
161890,한국콜마,143800,1.77,24492000000,169957
103590,일진전기,70600,-0.56,2423000000,34832
008930,한미사이언스,48300,-3.98,2342000000,48140
022100,포스코DX,21750,-1.81,1207000000,55788
375500,DL이앤씨,84600,-1.4,6962000000,82613
023530,롯데쇼핑,115600,3.21,3171000000,27627
028670,팬오션,6050,0.33,3520000000,580098
111770,영원무역,72800,-0.14,375000000,5195
006360,GS건설,37350,-2.99,11902000000,316085
035250,강원랜드,14750,-0.34,617000000,41791
012750,에스원,83200,2.21,695000000,8493
336260,두산퓨얼셀,47900,-1.84,12887000000,267122
192820,코스맥스,273500,1.11,8746000000,31902
011780,금호석유화학,122700,-1.76,1194000000,9745
031210,서울보증보험,43250,-0.46,53000000,1231
139130,iM금융지주,18680,1.25,1325000000,71265
302440,SK바이오사이언스,37300,0.13,479000000,12843
251270,넷마블,35100,-0.28,414000000,11863
017800,현대엘리베이터,74200,-0.13,731000000,9920
011170,롯데케미칼,65500,0.0,2260000000,34349
097950,CJ제일제당,179200,-0.28,1440000000,8040
007340,DN오토모티브,45650,-2.46,538000000,11823
085620,미래에셋생명,19740,-0.5,698000000,35088
004800,효성,159900,-0.25,1397000000,9003
003690,코리안리,14970,0.47,476000000,31799
026960,동서,25850,-0.19,280000000,10824
009420,한올바이오파마,48650,-2.89,2235000000,46029
282330,BGF리테일,145600,0.41,805000000,5581
004370,농심,409000,-1.33,1718000000,4183
004990,롯데지주,24950,-0.4,359000000,14428
450080,에코프로머티,34950,-3.72,3039000000,86433
383220,F&F,64500,-0.46,487000000,7585
005440,현대지에프홀딩스,13410,0.07,685000000,51125
426030,TIME 미국나스닥100액티브,44095,-1.68,6350000000,143800
005850,에스엘,50500,-3.26,539000000,10683
018670,SK가스,252000,2.23,895000000,3572
000240,한국앤컴퍼니,24300,-0.82,328000000,13588
489790,한화비전,45550,-3.5,1135000000,24908
279570,케이뱅크,5650,-0.7,750000000,132281
204320,HL만도,48000,-3.52,3917000000,81468
112610,씨에스윈드,52400,-0.76,6610000000,124934
009970,영원무역홀딩스,169500,-0.88,253000000,1502
030000,제일기획,18860,-0.26,637000000,33800
103140,풍산,77300,-0.26,1267000000,16438
051600,한전KPS,47800,-3.04,1169000000,24361
069960,현대백화점,98600,-0.4,1831000000,18619
081660,미스토홀딩스,39850,-0.25,610000000,15374
014680,한솔케미칼,194000,-3.0,1133000000,5878
007070,GS리테일,24900,-0.6,655000000,26349
073240,금호타이어,7160,-2.85,2310000000,323583
483650,달바글로벌,164300,-1.97,6311000000,38084
139480,이마트,74200,0.68,1651000000,22370
020150,롯데에너지머티리얼즈,38950,-7.7,6011000000,151740
456600,TIME 글로벌AI인공지능액티브,55420,-1.76,1064000000,19187
002790,아모레퍼시픽홀딩스,25800,0.0,458000000,17725
