code,name,종가,등락률,거래대금,거래량
005930,삼성전자,259500,-3.53,3605063000000,13938673
000660,SK하이닉스,1812000,-2.21,4689850000000,2620493
402340,SK스퀘어,1089000,-4.05,421683000000,390533
009150,삼성전기,1400000,0.0,836846000000,599185
373220,LG에너지솔루션,360000,-1.37,108528000000,303187
005380,현대차,382500,-1.67,175182000000,460573
207940,삼성바이오로직스,1415000,-0.56,37886000000,26885
105560,KB금융,177900,2.6,170336000000,963730
032830,삼성생명,307500,-0.65,66010000000,216966
028260,삼성물산,367000,-3.29,190639000000,518056
034020,두산에너빌리티,90800,1.0,221606000000,2458087
012450,한화에어로스페이스,1081000,1.31,100918000000,94088
055550,신한지주,112900,2.36,108123000000,965833
329180,HD현대중공업,479000,5.62,327923000000,689463
000270,기아,126600,-0.31,66982000000,531709
006400,삼성SDI,545000,-2.85,164444000000,300655
034730,SK,585000,-4.41,59960000000,103249
068270,셀트리온,178200,-1.44,100436000000,564770
086790,하나금융지주,137800,1.85,94005000000,687177
012330,현대모비스,415500,0.0,83033000000,200263
066570,LG전자,199500,-3.39,142996000000,715786
035420,NAVER,206500,-0.72,136068000000,664529
010120,LS ELECTRIC,204500,-0.73,53251000000,261769
000810,삼성화재,686000,6.03,93368000000,137593
267260,HD현대일렉트릭,747000,0.13,51223000000,69327
298040,효성중공업,2854000,-1.28,57494000000,20381
005490,POSCO홀딩스,334000,-1.47,55129000000,165993
042660,한화오션,85600,0.12,62096000000,730191
009540,HD한국조선해양,365500,3.98,81386000000,224592
316140,우리금융지주,35100,3.24,96778000000,2778305
010130,고려아연,1179000,-3.68,13063000000,11066
096770,SK이노베이션,144800,-5.42,164747000000,1131910
042700,한미반도체,231000,-8.7,258472000000,1109135
000150,두산,1356000,2.57,130407000000,95999
015760,한국전력,33100,1.07,55683000000,1673764
011200,HMM,20850,0.0,14146000000,681064
267250,HD현대,247500,0.81,29004000000,116411
017670,SK텔레콤,90900,0.55,43977000000,486467
